week,date,home,score,away,xG,xG_1,venue,referee,home_goals,away_goals,season_start,result,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,home_rolling_avg_goals,away_rolling_avg_goals,home_rolling_avg_xG,away_rolling_avg_xG
10,2021-10-23,Cádiz,0–2,Alavés,1.5,1.3,Estadio Nuevo Mirandilla,Hsu Jason,0.0,2.0,2021,Away win,False,False,True,False,False,False,False,0.6,0.2,0.8000000000000002,0.7
10,2021-10-23,Elche,2–2,Espanyol,0.9,0.8,Estadio Manuel Martínez Valero,Jorge Figueroa,2.0,2.0,2021,Draw,False,False,True,False,False,False,False,0.8,1.4,0.76,1.2
10,2021-10-23,Athletic Club,2–1,Villarreal,2.8,0.5,San Mamés,Guillermo Cuadra,2.0,1.0,2021,Home win,False,False,True,False,False,False,False,1.0,1.4,1.2200000000000002,1.6400000000000001
10,2021-10-24,Sevilla,5–3,Levante,1.6,1.9,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro,5.0,3.0,2021,Home win,False,False,False,True,False,False,False,1.2,0.2,1.1199999999999999,1.14
10,2021-10-24,Barcelona,1–2,Real Madrid,1.6,1.5,Camp Nou,José Sánchez,1.0,2.0,2021,Away win,False,False,False,True,False,False,False,1.4,2.8,1.54,1.9600000000000002
10,2021-10-24,Betis,3–2,Rayo Vallecano,1.4,1.0,Estadio Benito Villamarín,Ricardo de Burgos,3.0,2.0,2021,Home win,False,False,False,True,False,False,False,1.6,2.0,1.6199999999999999,1.1800000000000002
10,2021-10-24,Atlético Madrid,2–2,Real Sociedad,1.7,0.8,Estadio Wanda Metropolitano,José Luis Munuera,2.0,2.0,2021,Draw,False,False,False,True,False,False,False,1.2,1.2,0.9400000000000002,1.2999999999999998
10,2021-10-25,Getafe,0–3,Celta Vigo,0.5,1.6,Coliseum Alfonso Pérez,Juan Martínez,0.0,3.0,2021,Away win,False,True,False,False,False,False,False,0.4,0.8,0.6599999999999999,0.9399999999999997
11,2021-10-26,Alavés,1–0,Elche,1.7,0.3,Estadio de Mendizorroza,Jesús Gil,1.0,0.0,2021,Home win,False,False,False,False,False,True,False,0.6,1.0,0.8600000000000001,0.8600000000000001
11,2021-10-26,Espanyol,1–1,Athletic Club,1.3,3.3,RCDE Stadium,Miguel Ángel Ortiz Arias,1.0,1.0,2021,Draw,False,False,False,False,False,True,False,1.4,1.0,1.1400000000000001,1.5000000000000002
11,2021-10-26,Villarreal,3–3,Cádiz,1.7,1.4,Estadio de la Cerámica,Alejandro Hernández,3.0,3.0,2021,Draw,False,False,False,False,False,True,False,1.6,0.2,1.4600000000000002,0.8800000000000001
11,2021-10-27,Rayo Vallecano,1–0,Barcelona,0.8,2.5,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,1.0,0.0,2021,Home win,False,False,False,False,False,False,True,1.8,1.4,0.9400000000000001,1.5
11,2021-10-27,Mallorca,1–1,Sevilla,1.5,0.8,Iberostar Estadi,Santiago Jaime,1.0,1.0,2021,Draw,False,False,False,False,False,False,True,1.2,2.2,1.0799999999999998,1.3399999999999999
11,2021-10-27,Betis,4–1,Valencia,2.0,1.6,Estadio Benito Villamarín,Isidro Díaz de Mera,4.0,1.0,2021,Home win,False,False,False,False,False,False,True,1.8,1.0,1.52,0.9199999999999999
11,2021-10-27,Real Madrid,0–0,Osasuna,0.7,0.5,Estadio Santiago Bernabéu,César Soto,0.0,0.0,2021,Draw,False,False,False,False,False,False,True,2.2,1.6,1.6199999999999999,0.7999999999999999
11,2021-10-28,Levante,2–2,Atlético Madrid,1.8,0.9,Estadio Ciudad de Valencia,Pablo González,2.0,2.0,2021,Draw,False,False,False,False,True,False,False,0.6,1.2,1.3,1.1200000000000003
11,2021-10-28,Celta Vigo,0–2,Real Sociedad,1.4,1.7,Estadio de Balaídos,Mario Melero,0.0,2.0,2021,Away win,False,False,False,False,True,False,False,1.2,1.6,1.0599999999999998,1.2
11,2021-10-28,Granada,1–1,Getafe,2.0,0.4,Estadio Nuevo Los Cármenes,Adrián Cordero,1.0,1.0,2021,Draw,False,False,False,False,True,False,False,1.0,0.4,0.7,0.54
12,2021-10-30,Elche,1–2,Real Madrid,1.1,1.1,Estadio Manuel Martínez Valero,Ricardo de Burgos,1.0,2.0,2021,Away win,False,False,True,False,False,False,False,0.8,1.8,0.6799999999999999,1.5
12,2021-10-30,Sevilla,2–0,Osasuna,2.0,0.6,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,2.0,0.0,2021,Home win,False,False,True,False,False,False,False,1.8,1.4,1.3,0.7
12,2021-10-30,Valencia,2–0,Villarreal,1.1,0.8,Estadio de Mestalla,José Luis Munuera,2.0,0.0,2021,Home win,False,False,True,False,False,False,False,1.0,1.4,1.1600000000000001,1.1600000000000004
12,2021-10-30,Barcelona,1–1,Alavés,1.3,0.9,Camp Nou,Jorge Figueroa,1.0,1.0,2021,Draw,False,False,True,False,False,False,False,1.4,0.8,1.92,1.1
12,2021-10-31,Real Sociedad,1–1,Athletic Club,1.1,1.0,Estadio Municipal de Anoeta,Juan Martínez,1.0,1.0,2021,Draw,False,False,False,True,False,False,False,1.4,1.2,1.2,1.9600000000000002
12,2021-10-31,Cádiz,1–1,Mallorca,1.7,0.9,Estadio Nuevo Mirandilla,Valentín Pizarro,1.0,1.0,2021,Draw,False,False,False,True,False,False,False,0.8,1.2,0.9,1.1
12,2021-10-31,Atlético Madrid,3–0,Betis,2.3,0.5,Estadio Wanda Metropolitano,Hsu Jason,3.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.6,2.0,1.12,1.44
12,2021-10-31,Getafe,2–1,Espanyol,0.8,0.6,Coliseum Alfonso Pérez,Alejandro Muñíz,2.0,1.0,2021,Home win,False,False,False,True,False,False,False,0.4,1.4,0.5599999999999999,1.06
12,2021-11-01,Rayo Vallecano,0–0,Celta Vigo,0.6,0.6,Estadio del Rayo Vallecano,Adrián Cordero,0.0,0.0,2021,Draw,False,True,False,False,False,False,False,1.6,0.8,0.9,1.1999999999999997
12,2021-11-01,Levante,0–3,Granada,1.1,1.0,Estadio Ciudad de Valencia,José Sánchez,0.0,3.0,2021,Away win,False,True,False,False,False,False,False,1.0,1.0,1.3199999999999998,0.9400000000000001
13,2021-11-05,Athletic Club,0–1,Cádiz,0.5,0.5,San Mamés,Santiago Jaime,0.0,1.0,2021,Away win,True,False,False,False,False,False,False,1.2,0.8,1.98,1.04
13,2021-11-06,Alavés,2–1,Levante,1.5,0.8,Estadio de Mendizorroza,Adrián Cordero,2.0,1.0,2021,Home win,False,False,True,False,False,False,False,0.8,1.0,1.1400000000000001,1.38
13,2021-11-06,Real Madrid,2–1,Rayo Vallecano,2.1,1.4,Estadio Santiago Bernabéu,Pablo González,2.0,1.0,2021,Home win,False,False,True,False,False,False,False,1.0,1.0,1.1999999999999997,0.76
13,2021-11-06,Espanyol,2–0,Granada,1.6,2.0,RCDE Stadium,Isidro Díaz de Mera,2.0,0.0,2021,Home win,False,False,True,False,False,False,False,1.6,1.2,1.04,0.8800000000000001
13,2021-11-06,Celta Vigo,3–3,Barcelona,1.5,0.9,Estadio de Balaídos,Alejandro Hernández,3.0,3.0,2021,Draw,False,False,True,False,False,False,False,0.6,1.0,1.0599999999999996,1.5999999999999999
13,2021-11-07,Betis,0–2,Sevilla,0.3,1.7,Estadio Benito Villamarín,Antonio Matéu Lahoz,0.0,2.0,2021,Away win,False,False,False,True,False,False,False,1.6,1.8,1.16,1.34
13,2021-11-07,Mallorca,2–2,Elche,2.3,0.8,Iberostar Estadi,Mario Melero,2.0,2.0,2021,Draw,False,False,False,True,False,False,False,1.0,1.0,0.7599999999999999,0.8
13,2021-11-07,Villarreal,1–0,Getafe,1.4,0.2,Estadio de la Cerámica,Jesús Gil,1.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.4,0.8,1.2200000000000002,0.6
13,2021-11-07,Valencia,3–3,Atlético Madrid,1.1,2.3,Estadio de Mestalla,César Soto,3.0,3.0,2021,Draw,False,False,False,True,False,False,False,1.2,1.8,1.2,1.36
13,2021-11-07,Osasuna,0–2,Real Sociedad,0.4,1.5,Estadio El Sadar,Miguel Ángel Ortiz Arias,0.0,2.0,2021,Away win,False,False,False,True,False,False,False,0.8,1.4,0.6399999999999999,0.9400000000000001
14,2021-11-19,Levante,0–0,Athletic Club,0.5,0.5,Estadio Ciudad de Valencia,José Luis Munuera,0.0,0.0,2021,Draw,True,False,False,False,False,False,False,1.2,1.0,1.3,1.9200000000000004
14,2021-11-20,Celta Vigo,1–1,Villarreal,1.0,2.8,Estadio de Balaídos,Hsu Jason,1.0,1.0,2021,Draw,False,False,True,False,False,False,False,1.2,1.2,1.2599999999999998,0.9800000000000001
14,2021-11-20,Sevilla,2–2,Alavés,1.8,1.1,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,2.0,2.0,2021,Draw,False,False,True,False,False,False,False,2.2,1.2,1.42,1.2600000000000002
14,2021-11-20,Atlético Madrid,1–0,Osasuna,1.0,0.5,Estadio Wanda Metropolitano,José Sánchez,1.0,0.0,2021,Home win,False,False,True,False,False,False,False,2.4,0.6,1.6800000000000002,0.6199999999999999
14,2021-11-20,Barcelona,1–0,Espanyol,1.4,1.0,Camp Nou,Carlos del Cerro,1.0,0.0,2021,Home win,False,False,True,False,False,False,False,1.6,1.6,1.64,1.1199999999999999
14,2021-11-21,Real Sociedad,0–0,Valencia,0.3,0.7,Estadio Municipal de Anoeta,Mario Melero,0.0,0.0,2021,Draw,False,False,False,True,False,False,False,1.6,1.8,1.1,1.2000000000000002
14,2021-11-21,Getafe,4–0,Cádiz,1.2,0.4,Coliseum Alfonso Pérez,Ricardo de Burgos,4.0,0.0,2021,Home win,False,False,False,True,False,False,False,0.6,1.0,0.5,1.1
14,2021-11-21,Granada,1–4,Real Madrid,0.7,3.5,Estadio Nuevo Los Cármenes,Juan Martínez,1.0,4.0,2021,Away win,False,False,False,True,False,False,False,1.2,1.4,1.1199999999999999,1.4
14,2021-11-21,Elche,0–3,Betis,0.8,1.9,Estadio Manuel Martínez Valero,Valentín Pizarro,0.0,3.0,2021,Away win,False,False,False,True,False,False,False,1.2,1.6,0.7000000000000001,1.1199999999999999
14,2021-11-22,Rayo Vallecano,3–1,Mallorca,2.4,0.7,Estadio del Rayo Vallecano,Jorge Figueroa,3.0,1.0,2021,Home win,False,True,False,False,False,False,False,1.2,1.2,1.0,1.0999999999999999
15,2021-11-26,Athletic Club,2–2,Granada,1.1,1.1,San Mamés,Adrián Cordero,2.0,2.0,2021,Draw,True,False,False,False,False,False,False,0.8,1.2,1.6200000000000003,1.2399999999999998
15,2021-11-27,Villarreal,1–3,Barcelona,1.1,3.2,Estadio de la Cerámica,César Soto,1.0,3.0,2021,Away win,False,False,True,False,False,False,False,1.2,1.2,1.4400000000000002,1.5399999999999998
15,2021-11-27,Mallorca,0–0,Getafe,0.4,0.8,Iberostar Estadi,Santiago Jaime,0.0,0.0,2021,Draw,False,False,True,False,False,False,False,1.4,1.4,1.1999999999999997,0.6199999999999999
15,2021-11-27,Valencia,1–1,Rayo Vallecano,1.6,1.2,Estadio de Mestalla,Alejandro Hernández,1.0,1.0,2021,Draw,False,False,True,False,False,False,False,1.6,1.4,1.2600000000000002,1.2399999999999998
15,2021-11-27,Alavés,1–2,Celta Vigo,0.9,1.2,Estadio de Mendizorroza,Pablo González,1.0,2.0,2021,Away win,False,False,True,False,False,False,False,1.6,1.4,1.3,1.2199999999999995
15,2021-11-28,Betis,3–1,Levante,2.6,0.3,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias,3.0,1.0,2021,Home win,False,False,False,True,False,False,False,2.0,1.2,1.22,1.22
15,2021-11-28,Espanyol,1–0,Real Sociedad,0.4,1.7,RCDE Stadium,Antonio Matéu Lahoz,1.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.2,1.4,1.06,1.08
15,2021-11-28,Cádiz,1–4,Atlético Madrid,1.0,3.8,Estadio Nuevo Mirandilla,Jesús Gil,1.0,4.0,2021,Away win,False,False,False,True,False,False,False,1.0,2.2,1.1,1.6400000000000001
15,2021-11-28,Real Madrid,2–1,Sevilla,1.2,0.7,Estadio Santiago Bernabéu,José Sánchez,2.0,1.0,2021,Home win,False,False,False,True,False,False,False,2.0,2.4,1.7799999999999998,1.58
15,2021-11-29,Osasuna,1–1,Elche,1.8,1.4,Estadio El Sadar,Isidro Díaz de Mera,1.0,1.0,2021,Draw,False,True,False,False,False,False,False,0.2,1.0,0.5999999999999999,0.78
9,2021-12-01,Real Madrid,1–0,Athletic Club,1.8,2.4,Estadio Santiago Bernabéu,Isidro Díaz de Mera,1.0,0.0,2021,Home win,False,False,False,False,False,False,True,2.0,0.8,1.72,1.28
16,2021-12-03,Granada,2–1,Alavés,1.0,2.1,Estadio Nuevo Los Cármenes,Hsu Jason,2.0,1.0,2021,Home win,True,False,False,False,False,False,False,1.4,1.4,1.3599999999999999,1.22
16,2021-12-04,Sevilla,1–0,Villarreal,0.4,1.7,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,1.0,0.0,2021,Home win,False,False,True,False,False,False,False,1.6,1.2,1.4,1.56
16,2021-12-04,Barcelona,0–1,Betis,1.0,0.6,Camp Nou,Pablo González,0.0,1.0,2021,Away win,False,False,True,False,False,False,False,1.6,2.0,1.86,1.46
16,2021-12-04,Atlético Madrid,1–2,Mallorca,1.5,0.6,Estadio Wanda Metropolitano,Juan Martínez,1.0,2.0,2021,Away win,False,False,True,False,False,False,False,2.6,1.0,2.06,1.1599999999999997
16,2021-12-04,Real Sociedad,0–2,Real Madrid,0.7,1.6,Estadio Municipal de Anoeta,Jesús Gil,0.0,2.0,2021,Away win,False,False,True,False,False,False,False,1.0,2.2,1.26,1.94
16,2021-12-05,Levante,0–0,Osasuna,0.5,0.3,Estadio Ciudad de Valencia,Valentín Pizarro,0.0,0.0,2021,Draw,False,False,False,True,False,False,False,0.8,0.2,0.9,0.76
16,2021-12-05,Celta Vigo,1–2,Valencia,0.9,1.3,Estadio de Balaídos,Ricardo de Burgos,1.0,2.0,2021,Away win,False,False,False,True,False,False,False,1.2,1.4,1.1399999999999997,1.22
16,2021-12-05,Rayo Vallecano,1–0,Espanyol,0.4,0.6,Estadio del Rayo Vallecano,José Luis Munuera,1.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.2,1.0,1.2799999999999998,0.9800000000000001
16,2021-12-05,Elche,3–1,Cádiz,2.4,1.7,Estadio Manuel Martínez Valero,Alejandro Muñíz,3.0,1.0,2021,Home win,False,False,False,True,False,False,False,0.8,1.2,0.8800000000000001,1.0
16,2021-12-06,Getafe,0–0,Athletic Club,1.2,0.5,Coliseum Alfonso Pérez,Jorge Figueroa,0.0,0.0,2021,Draw,False,True,False,False,False,False,False,1.4,0.6,0.6799999999999999,1.1
17,2021-12-10,Mallorca,0–0,Celta Vigo,0.8,1.0,Iberostar Estadi,Isidro Díaz de Mera,0.0,0.0,2021,Draw,True,False,False,False,False,False,False,1.2,1.4,0.9799999999999999,1.0399999999999996
17,2021-12-11,Espanyol,4–3,Levante,2.3,2.9,RCDE Stadium,Adrián Cordero,4.0,3.0,2021,Home win,False,False,True,False,False,False,False,0.8,0.4,0.8400000000000002,0.6399999999999999
17,2021-12-11,Alavés,1–1,Getafe,0.7,1.0,Estadio de Mendizorroza,César Soto,1.0,1.0,2021,Draw,False,False,True,False,False,False,False,1.4,1.2,1.3,0.8400000000000001
17,2021-12-11,Valencia,2–1,Elche,1.6,0.9,Estadio de Mestalla,Santiago Jaime,2.0,1.0,2021,Home win,False,False,True,False,False,False,False,1.6,1.4,1.1600000000000001,1.3
17,2021-12-11,Athletic Club,0–1,Sevilla,1.4,0.2,San Mamés,Alejandro Hernández,0.0,1.0,2021,Away win,False,False,True,False,False,False,False,0.4,1.6,1.0000000000000002,1.3199999999999998
17,2021-12-12,Real Madrid,2–0,Atlético Madrid,0.4,0.7,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,2.0,0.0,2021,Home win,False,False,False,True,False,False,False,2.2,2.4,2.04,2.18
17,2021-12-12,Betis,4–0,Real Sociedad,1.6,0.9,Estadio Benito Villamarín,José Sánchez,4.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.4,0.6,1.18,1.06
17,2021-12-12,Osasuna,2–2,Barcelona,0.3,0.9,Estadio El Sadar,Juan Martínez,2.0,2.0,2021,Draw,False,False,False,True,False,False,False,0.2,1.6,0.72,1.56
17,2021-12-12,Villarreal,2–0,Rayo Vallecano,2.4,1.5,Estadio de la Cerámica,Mario Melero,2.0,0.0,2021,Home win,False,False,False,True,False,False,False,0.6,1.2,1.56,1.2
17,2021-12-13,Cádiz,1–1,Granada,0.7,1.0,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias,1.0,1.0,2021,Draw,False,True,False,False,False,False,False,0.8,1.6,1.06,1.1600000000000001
18,2021-12-17,Celta Vigo,3–1,Espanyol,1.2,0.4,Estadio de Balaídos,Valentín Pizarro,3.0,1.0,2021,Home win,True,False,False,False,False,False,False,1.4,1.4,1.1199999999999997,1.1800000000000002
18,2021-12-18,Sevilla,2–1,Atlético Madrid,0.5,1.0,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,2.0,1.0,2021,Home win,False,False,True,False,False,False,False,1.4,1.8,0.96,1.86
18,2021-12-18,Rayo Vallecano,2–0,Alavés,1.8,0.2,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,2.0,0.0,2021,Home win,False,False,True,False,False,False,False,1.2,1.4,1.3800000000000001,1.26
18,2021-12-18,Real Sociedad,1–3,Villarreal,0.9,2.9,Estadio Municipal de Anoeta,Jorge Figueroa,1.0,3.0,2021,Away win,False,False,True,False,False,False,False,0.4,1.0,1.02,1.8800000000000001
18,2021-12-18,Barcelona,3–2,Elche,2.7,1.3,Camp Nou,Hsu Jason,3.0,2.0,2021,Home win,False,False,True,False,False,False,False,1.8,1.4,1.48,1.26
18,2021-12-19,Real Madrid,0–0,Cádiz,2.0,0.2,Estadio Santiago Bernabéu,Santiago Jaime,0.0,0.0,2021,Draw,False,False,False,True,False,False,False,2.2,0.8,1.6999999999999997,0.86
18,2021-12-19,Getafe,1–0,Osasuna,1.1,0.6,Coliseum Alfonso Pérez,José Luis Munuera,1.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.0,0.6,0.8800000000000001,0.6599999999999999
18,2021-12-19,Granada,4–1,Mallorca,1.9,0.9,Estadio Nuevo Los Cármenes,Alejandro Muñíz,4.0,1.0,2021,Home win,False,False,False,True,False,False,False,1.2,1.0,1.1600000000000001,0.9599999999999997
18,2021-12-19,Athletic Club,3–2,Betis,1.3,2.1,San Mamés,Jesús Gil,3.0,2.0,2021,Home win,False,False,False,True,False,False,False,0.4,2.2,1.1800000000000002,1.4
18,2021-12-20,Levante,3–4,Valencia,2.7,2.1,Estadio Ciudad de Valencia,Pablo González,3.0,4.0,2021,Away win,False,True,False,False,False,False,False,1.0,1.6,1.0,1.2600000000000002
4,2021-12-21,Villarreal,5–2,Alavés,3.3,0.8,Estadio de la Cerámica,Valentín Pizarro,5.0,2.0,2021,Home win,False,False,False,False,False,True,False,1.4,1.0,2.18,1.0
4,2021-12-21,Sevilla,1–1,Barcelona,0.3,1.8,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,1.0,1.0,2021,Draw,False,False,False,False,False,True,False,1.4,1.8,0.72,1.8399999999999999
9,2021-12-22,Granada,2–1,Atlético Madrid,0.6,1.5,Estadio Nuevo Los Cármenes,Alejandro Hernández,2.0,1.0,2021,Home win,False,False,False,False,False,False,True,2.0,1.4,1.1400000000000001,1.6
21,2021-12-22,Athletic Club,1–2,Real Madrid,1.0,1.1,San Mamés,César Soto,1.0,2.0,2021,Away win,False,False,False,False,False,False,True,1.0,1.4,1.3400000000000003,1.4
19,2021-12-31,Valencia,1–2,Espanyol,0.7,2.0,Estadio de Mestalla,José Sánchez,1.0,2.0,2021,Away win,True,False,False,False,False,False,False,1.8,1.2,1.4600000000000002,0.9400000000000002
19,2022-01-02,Atlético Madrid,2–0,Rayo Vallecano,1.7,0.1,Estadio Wanda Metropolitano,Jorge Figueroa,2.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.4,1.4,1.7,1.46
19,2022-01-02,Getafe,1–0,Real Madrid,0.9,0.7,Coliseum Alfonso Pérez,Mario Melero,1.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.2,1.4,1.06,1.3799999999999997
19,2022-01-02,Elche,0–0,Granada,1.2,1.1,Estadio Manuel Martínez Valero,Adrián Cordero,0.0,0.0,2021,Draw,False,False,False,True,False,False,False,1.4,2.2,1.3599999999999999,1.1199999999999999
19,2022-01-02,Alavés,1–1,Real Sociedad,1.7,0.9,Estadio de Mendizorroza,Carlos del Cerro,1.0,1.0,2021,Draw,False,False,False,True,False,False,False,1.0,0.2,0.9400000000000001,0.9
19,2022-01-02,Betis,0–2,Celta Vigo,1.4,2.6,Estadio Benito Villamarín,César Soto,0.0,2.0,2021,Away win,False,False,False,True,False,False,False,2.6,1.4,1.7600000000000002,1.0599999999999994
19,2022-01-02,Mallorca,0–1,Barcelona,0.8,1.3,Iberostar Estadi,Antonio Matéu Lahoz,0.0,1.0,2021,Away win,False,False,False,True,False,False,False,0.8,1.8,0.6799999999999999,1.92
19,2022-01-03,Osasuna,1–3,Athletic Club,0.9,1.4,Estadio El Sadar,Miguel Ángel Ortiz Arias,1.0,3.0,2021,Away win,False,True,False,False,False,False,False,0.6,0.8,0.7,1.3200000000000003
19,2022-01-03,Cádiz,0–1,Sevilla,0.2,0.9,Estadio Nuevo Mirandilla,Hsu Jason,0.0,1.0,2021,Away win,False,True,False,False,False,False,False,0.6,1.2,0.8,0.41999999999999993
19,2022-01-03,Villarreal,5–0,Levante,3.4,0.4,Estadio de la Cerámica,Alejandro Hernández,5.0,0.0,2021,Home win,False,True,False,False,False,False,False,2.2,1.4,2.2800000000000002,1.3799999999999997
20,2022-01-08,Real Madrid,4–1,Valencia,3.9,1.3,Estadio Santiago Bernabéu,Alejandro Hernández,4.0,1.0,2021,Home win,False,False,True,False,False,False,False,1.2,2.0,1.1599999999999997,1.46
20,2022-01-08,Granada,1–1,Barcelona,0.9,0.6,Estadio Nuevo Los Cármenes,Pablo González,1.0,1.0,2021,Draw,False,False,True,False,False,False,False,1.8,1.4,1.1199999999999999,1.5400000000000003
20,2022-01-08,Levante,2–0,Mallorca,1.2,1.2,Estadio Ciudad de Valencia,Jorge Figueroa,2.0,0.0,2021,Home win,False,False,True,False,False,False,False,1.4,0.6,1.3599999999999999,0.7
20,2022-01-08,Real Sociedad,1–0,Celta Vigo,1.7,0.4,Estadio Municipal de Anoeta,Guillermo Cuadra,1.0,0.0,2021,Home win,False,False,True,False,False,False,False,0.4,1.6,1.02,1.3799999999999994
20,2022-01-09,Rayo Vallecano,1–1,Betis,1.2,1.3,Estadio del Rayo Vallecano,Alejandro Muñíz,1.0,1.0,2021,Draw,False,False,False,True,False,False,False,0.8,2.0,1.0000000000000002,1.6600000000000001
20,2022-01-09,Sevilla,1–0,Getafe,0.7,0.1,Estadio Ramón Sánchez Pizjuán,Juan Martínez,1.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.2,0.6,0.45999999999999996,1.0
20,2022-01-09,Osasuna,2–0,Cádiz,2.2,0.2,Estadio El Sadar,Ricardo de Burgos,2.0,0.0,2021,Home win,False,False,False,True,False,False,False,0.8,0.6,0.7799999999999999,0.76
20,2022-01-09,Alavés,0–0,Athletic Club,0.5,0.8,Estadio de Mendizorroza,Santiago Jaime,0.0,0.0,2021,Draw,False,False,False,True,False,False,False,1.0,1.4,1.1,1.12
20,2022-01-09,Villarreal,2–2,Atlético Madrid,2.1,0.7,Estadio de la Cerámica,Hsu Jason,2.0,2.0,2021,Draw,False,False,False,True,False,False,False,3.0,1.0,2.74,1.2800000000000002
20,2022-01-10,Espanyol,1–2,Elche,1.3,1.0,RCDE Stadium,Jesús Gil,1.0,2.0,2021,Away win,False,True,False,False,False,False,False,1.6,1.4,1.1400000000000001,1.44
21,2022-01-16,Elche,1–0,Villarreal,0.2,0.6,Estadio Manuel Martínez Valero,Valentín Pizarro,1.0,0.0,2021,Home win,False,False,False,True,False,False,False,1.6,3.4,1.3599999999999999,2.82
21,2022-01-18,Betis,4–0,Alavés,2.4,0.3,Estadio Benito Villamarín,José Sánchez,4.0,0.0,2021,Home win,False,False,False,False,False,True,False,1.6,0.8,1.4,0.78
21,2022-01-18,Cádiz,2–2,Espanyol,0.9,1.7,Estadio Nuevo Mirandilla,Alejandro Muñíz,2.0,2.0,2021,Draw,False,False,False,False,False,True,False,0.4,1.6,0.6,1.3199999999999998
21,2022-01-19,Celta Vigo,2–0,Osasuna,1.2,0.5,Estadio de Balaídos,Adrián Cordero,2.0,0.0,2021,Home win,False,False,False,False,False,False,True,1.2,1.0,1.2199999999999998,0.86
21,2022-01-19,Valencia,1–1,Sevilla,0.5,0.9,Estadio de Mestalla,César Soto,1.0,1.0,2021,Draw,False,False,False,False,False,False,True,2.0,1.2,1.4,0.5199999999999999
21,2022-01-20,Getafe,4–2,Granada,0.9,0.7,Coliseum Alfonso Pérez,Isidro Díaz de Mera,4.0,2.0,2021,Home win,False,False,False,False,True,False,False,0.6,1.6,0.86,1.1
22,2022-01-21,Espanyol,1–4,Betis,1.4,2.4,RCDE Stadium,Hsu Jason,1.0,4.0,2021,Away win,True,False,False,False,False,False,False,2.0,2.2,1.54,1.7600000000000002
22,2022-01-22,Atlético Madrid,3–2,Valencia,2.5,0.7,Estadio Wanda Metropolitano,Isidro Díaz de Mera,3.0,2.0,2021,Home win,False,False,True,False,False,False,False,1.2,1.8,1.12,1.2399999999999998
22,2022-01-22,Villarreal,3–0,Mallorca,1.9,1.2,Estadio de la Cerámica,Miguel Ángel Ortiz Arias,3.0,0.0,2021,Home win,False,False,True,False,False,False,False,3.0,0.6,2.46,0.8599999999999998
22,2022-01-22,Levante,0–2,Cádiz,1.0,0.7,Estadio Ciudad de Valencia,César Soto,0.0,2.0,2021,Away win,False,False,True,False,False,False,False,1.6,0.6,1.5399999999999998,0.44000000000000006
22,2022-01-22,Sevilla,2–2,Celta Vigo,1.1,0.7,Estadio Ramón Sánchez Pizjuán,José Sánchez,2.0,2.0,2021,Draw,False,False,True,False,False,False,False,1.2,1.4,0.6599999999999999,1.2799999999999998
22,2022-01-23,Granada,0–2,Osasuna,0.7,2.1,Estadio Nuevo Los Cármenes,Santiago Jaime,0.0,2.0,2021,Away win,False,False,False,True,False,False,False,1.8,1.0,1.04,0.9
22,2022-01-23,Real Madrid,2–2,Elche,3.4,0.6,Estadio Santiago Bernabéu,Ricardo de Burgos,2.0,2.0,2021,Draw,False,False,False,True,False,False,False,1.6,1.2,1.6199999999999999,0.9200000000000002
22,2022-01-23,Real Sociedad,0–0,Getafe,0.8,0.3,Estadio Municipal de Anoeta,José Luis Munuera,0.0,0.0,2021,Draw,False,False,False,True,False,False,False,0.6,1.4,1.02,0.8
22,2022-01-23,Rayo Vallecano,0–1,Athletic Club,2.0,0.4,Estadio del Rayo Vallecano,Adrián Cordero,0.0,1.0,2021,Away win,False,False,False,True,False,False,False,0.8,1.4,1.0,1.1800000000000002
22,2022-01-23,Alavés,0–1,Barcelona,0.6,1.5,Estadio de Mendizorroza,Jorge Figueroa,0.0,1.0,2021,Away win,False,False,False,True,False,False,False,0.6,1.6,0.7,1.4600000000000002
23,2022-02-04,Getafe,3–0,Levante,0.8,0.5,Coliseum Alfonso Pérez,Alejandro Muñíz,3.0,0.0,2021,Home win,True,False,False,False,False,False,False,1.2,1.6,0.6599999999999999,1.64
