week,date,home,score,away,xG,xG_1,venue,referee,home_goals,away_goals,season_start,result,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,home_rolling_avg_goals,away_rolling_avg_goals,home_rolling_avg_xG,away_rolling_avg_xG
37,2019-05-12,Atlético Madrid,1–1,Sevilla,1.3,0.8,Estadio Wanda Metropolitano,Ricardo de Burgos,1.0,1.0,2018,Draw,False,False,False,True,False,False,False,1.4,1.6,1.1600000000000001,1.48
37,2019-05-12,Rayo Vallecano,1–2,Valladolid,1.9,1.4,Estadio del Rayo Vallecano,José Sánchez,1.0,2.0,2018,Away win,False,False,False,True,False,False,False,0.8,1.2,1.3199999999999998,1.1800000000000002
37,2019-05-12,Athletic Club,3–1,Celta Vigo,2.1,1.1,San Mamés,Daniel Ask,3.0,1.0,2018,Home win,False,False,False,True,False,False,False,1.0,1.0,1.34,1.44
37,2019-05-12,Leganés,0–2,Espanyol,0.7,3.3,Estadio Municipal de Butarque,Mario Melero,0.0,2.0,2018,Away win,False,False,False,True,False,False,False,1.0,1.8,0.76,1.5000000000000002
37,2019-05-12,Valencia,3–1,Alavés,1.9,0.8,Estadio de Mestalla,Guillermo Cuadra,3.0,1.0,2018,Home win,False,False,False,True,False,False,False,2.6,0.8,1.52,1.02
37,2019-05-12,Girona,1–2,Levante,1.9,0.7,Estadi Municipal de Montilivi,Carlos del Cerro,1.0,2.0,2018,Away win,False,False,False,True,False,False,False,0.4,2.2,0.8,1.46
37,2019-05-12,Barcelona,2–0,Getafe,2.4,1.2,Camp Nou,José González,2.0,0.0,2018,Home win,False,False,False,True,False,False,False,1.0,1.6,1.4600000000000002,1.54
37,2019-05-12,Betis,2–1,Huesca,2.2,1.3,Estadio Benito Villamarín,Adrián Cordero,2.0,1.0,2018,Home win,False,False,False,True,False,False,False,0.8,1.0,1.4,1.36
37,2019-05-12,Villarreal,1–0,Eibar,1.5,0.3,Estadio de la Cerámica,Pablo González,1.0,0.0,2018,Home win,False,False,False,True,False,False,False,1.4,0.6,0.9600000000000002,0.9800000000000002
38,2019-05-18,Celta Vigo,2–2,Rayo Vallecano,2.1,1.4,Estadio de Balaídos,Antonio Matéu Lahoz,2.0,2.0,2018,Draw,False,False,True,False,False,False,False,1.2,0.6,1.56,1.5
38,2019-05-18,Alavés,2–1,Girona,1.3,1.0,Estadio de Mendizorroza,Mario Melero,2.0,1.0,2018,Home win,False,False,True,False,False,False,False,0.8,0.6,0.9,0.9199999999999999
38,2019-05-18,Huesca,2–1,Leganés,0.9,0.9,Estadio El Alcoraz,Hsu Jason,2.0,1.0,2018,Home win,False,False,True,False,False,False,False,1.2,0.8,1.58,0.78
38,2019-05-18,Valladolid,0–2,Valencia,0.8,1.5,Estadio Municipal José Zorrilla,Ricardo de Burgos,0.0,2.0,2018,Away win,False,False,True,False,False,False,False,1.2,2.6,1.16,1.42
38,2019-05-18,Levante,2–2,Atlético Madrid,2.7,1.9,Estadio Ciudad de Valencia,Ignacio Iglesias,2.0,2.0,2018,Draw,False,False,True,False,False,False,False,2.4,1.2,1.54,1.12
38,2019-05-18,Espanyol,2–0,Real Sociedad,1.4,0.4,RCDE Stadium,Santiago Jaime,2.0,0.0,2018,Home win,False,False,True,False,False,False,False,1.8,1.4,2.06,1.52
38,2019-05-18,Getafe,2–2,Villarreal,2.3,1.0,Coliseum Alfonso Pérez,Daniel Ask,2.0,2.0,2018,Draw,False,False,True,False,False,False,False,1.2,1.4,1.4600000000000002,0.9800000000000001
38,2019-05-18,Sevilla,2–0,Athletic Club,1.5,0.7,Estadio Ramón Sánchez Pizjuán,José Sánchez,2.0,0.0,2018,Home win,False,False,True,False,False,False,False,1.2,1.0,1.24,1.22
38,2019-05-19,Real Madrid,0–2,Betis,0.9,1.3,Estadio Santiago Bernabéu,Alberto Undiano,0.0,2.0,2018,Away win,False,False,False,True,False,False,False,1.4,0.8,1.56,1.6400000000000001
38,2019-05-19,Eibar,2–2,Barcelona,1.5,1.1,Estadio Municipal de Ipurúa,José Luis Munuera,2.0,2.0,2018,Draw,False,False,False,True,False,False,False,0.4,1.4,0.7400000000000002,1.72
1,2019-08-16,Athletic Club,1–0,Barcelona,0.5,0.9,San Mamés,Carlos del Cerro,1.0,0.0,2019,Home win,True,False,False,False,False,False,False,1.0,1.4,1.26,1.7200000000000002
1,2019-08-17,Celta Vigo,1–3,Real Madrid,1.6,2.1,Estadio de Balaídos,Daniel Ask,1.0,3.0,2019,Away win,False,False,True,False,False,False,False,1.2,0.8,1.6200000000000003,1.3599999999999999
1,2019-08-17,Valencia,1–1,Real Sociedad,2.3,1.8,Estadio de Mestalla,Jesús Gil,1.0,1.0,2019,Draw,False,False,True,False,False,False,False,2.6,1.2,1.6800000000000002,1.3000000000000003
1,2019-08-18,Betis,1–2,Valladolid,1.5,0.7,Estadio Benito Villamarín,Santiago Jaime,1.0,2.0,2019,Away win,False,False,False,True,False,False,False,1.0,0.8,1.48,0.9199999999999999
1,2019-08-18,Atlético Madrid,1–0,Getafe,2.2,0.3,Estadio Wanda Metropolitano,Guillermo Cuadra,1.0,0.0,2019,Home win,False,False,False,True,False,False,False,1.4,1.0,1.24,1.3399999999999999
1,2019-08-18,Espanyol,0–2,Sevilla,0.2,1.6,RCDE Stadium,Juan Martínez,0.0,2.0,2019,Away win,False,False,False,True,False,False,False,1.8,1.6,1.9200000000000004,1.4
1,2019-08-18,Alavés,1–0,Levante,0.5,1.1,Estadio de Mendizorroza,César Soto,1.0,0.0,2019,Home win,False,False,False,True,False,False,False,0.8,2.4,0.9,1.7200000000000002
2,2019-08-23,Granada,0–1,Sevilla,0.5,1.1,Estadio Nuevo Los Cármenes,José Sánchez,0.0,1.0,2019,Away win,True,False,False,False,False,False,False,4.0,1.0,1.9,0.96
2,2019-08-23,Levante,2–1,Villarreal,2.1,3.0,Estadio Ciudad de Valencia,José Luis Munuera,2.0,1.0,2019,Home win,True,False,False,False,False,False,False,1.6,2.0,1.6600000000000001,1.2200000000000002
2,2019-08-24,Osasuna,0–0,Eibar,0.5,0.8,Estadio El Sadar,David Medié,0.0,0.0,2019,Draw,False,False,True,False,False,False,False,1.0,1.0,0.2,0.9000000000000001
2,2019-08-24,Real Madrid,1–1,Valladolid,1.7,1.2,Estadio Santiago Bernabéu,Pablo González,1.0,1.0,2019,Draw,False,False,True,False,False,False,False,1.4,1.0,1.4200000000000002,0.8800000000000001
2,2019-08-24,Getafe,1–1,Athletic Club,0.3,0.5,Coliseum Alfonso Pérez,Antonio Matéu Lahoz,1.0,1.0,2019,Draw,False,False,True,False,False,False,False,1.0,1.0,1.28,1.24
2,2019-08-24,Celta Vigo,1–0,Valencia,1.9,1.0,Estadio de Balaídos,Alejandro Hernández,1.0,0.0,2019,Home win,False,False,True,False,False,False,False,1.2,2.4,1.4,1.72
2,2019-08-25,Alavés,0–0,Espanyol,0.8,0.2,Estadio de Mendizorroza,Eduardo Prieto,0.0,0.0,2019,Draw,False,False,False,True,False,False,False,1.0,1.6,0.9400000000000001,1.52
2,2019-08-25,Mallorca,0–1,Real Sociedad,1.0,1.6,Iberostar Estadi,Valentín Pizarro,0.0,1.0,2019,Away win,False,False,False,True,False,False,False,2.0,1.4,1.6,1.5000000000000002
2,2019-08-25,Leganés,0–1,Atlético Madrid,0.4,1.8,Estadio Municipal de Butarque,Ricardo de Burgos,0.0,1.0,2019,Away win,False,False,False,True,False,False,False,0.8,1.0,0.8800000000000001,1.3599999999999999
2,2019-08-25,Barcelona,5–2,Betis,2.6,0.2,Camp Nou,José González,5.0,2.0,2019,Home win,False,False,False,True,False,False,False,1.0,1.2,1.4000000000000001,1.7
3,2019-08-30,Athletic Club,2–0,Real Sociedad,1.0,0.2,San Mamés,Daniel Ask,2.0,0.0,2019,Home win,True,False,False,False,False,False,False,1.0,1.2,1.08,1.3400000000000003
3,2019-08-30,Sevilla,1–1,Celta Vigo,1.5,0.4,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,1.0,1.0,2019,Draw,True,False,False,False,False,False,False,1.2,1.4,1.06,1.7200000000000002
3,2019-08-31,Betis,2–1,Leganés,2.1,1.4,Estadio Benito Villamarín,Guillermo Cuadra,2.0,1.0,2019,Home win,False,False,True,False,False,False,False,1.4,0.8,1.4600000000000002,0.86
3,2019-08-31,Getafe,1–1,Alavés,1.0,1.0,Coliseum Alfonso Pérez,Mario Melero,1.0,1.0,2019,Draw,False,False,True,False,False,False,False,1.0,0.8,1.22,0.8400000000000001
3,2019-08-31,Osasuna,2–2,Barcelona,1.8,0.4,Estadio El Sadar,Juan Martínez,2.0,2.0,2019,Draw,False,False,True,False,False,False,False,0.5,1.8,0.35,1.5
3,2019-08-31,Levante,2–0,Valladolid,2.7,1.1,Estadio Ciudad de Valencia,Adrián Cordero,2.0,0.0,2019,Home win,False,False,True,False,False,False,False,2.0,1.2,1.8800000000000001,0.9799999999999999
3,2019-09-01,Valencia,2–0,Mallorca,2.3,1.2,Estadio de Mestalla,Hsu Jason,2.0,0.0,2019,Home win,False,False,False,True,False,False,False,2.4,1.0,1.8199999999999998,1.3
3,2019-09-01,Atlético Madrid,3–2,Eibar,1.5,0.9,Estadio Wanda Metropolitano,Santiago Jaime,3.0,2.0,2019,Home win,False,False,False,True,False,False,False,1.0,0.8,1.5799999999999998,0.8000000000000002
3,2019-09-01,Espanyol,0–3,Granada,1.4,1.4,RCDE Stadium,César Soto,0.0,3.0,2019,Away win,False,False,False,True,False,False,False,1.4,2.0,1.34,1.2
3,2019-09-01,Villarreal,2–2,Real Madrid,1.4,1.9,Estadio de la Cerámica,Jesús Gil,2.0,2.0,2019,Draw,False,False,False,True,False,False,False,2.0,1.6,1.6200000000000003,1.6600000000000001
4,2019-09-13,Mallorca,0–0,Athletic Club,1.8,1.5,Iberostar Estadi,Pablo González,0.0,0.0,2019,Draw,True,False,False,False,False,False,False,0.6666666666666666,1.4,1.2666666666666666,0.96
4,2019-09-14,Real Sociedad,2–0,Atlético Madrid,2.1,1.2,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,2.0,0.0,2019,Home win,False,False,True,False,False,False,False,1.0,1.6,1.2200000000000002,1.7399999999999998
4,2019-09-14,Real Madrid,3–2,Levante,2.9,1.2,Estadio Santiago Bernabéu,Ricardo de Burgos,3.0,2.0,2019,Home win,False,False,True,False,False,False,False,1.4,1.6,1.5,1.86
4,2019-09-14,Leganés,0–3,Villarreal,0.4,1.6,Estadio Municipal de Butarque,David Medié,0.0,3.0,2019,Away win,False,False,True,False,False,False,False,0.4,2.0,0.96,1.7600000000000002
4,2019-09-14,Barcelona,5–2,Valencia,2.4,1.5,Camp Nou,José Sánchez,5.0,2.0,2019,Home win,False,False,True,False,False,False,False,2.2,1.6,1.48,1.8
4,2019-09-15,Valladolid,1–1,Osasuna,0.7,2.5,Estadio Municipal José Zorrilla,José Luis Munuera,1.0,1.0,2019,Draw,False,False,False,True,False,False,False,1.0,1.0,1.04,0.8333333333333334
4,2019-09-15,Celta Vigo,0–2,Granada,0.3,1.2,Estadio de Balaídos,Eduardo Prieto,0.0,2.0,2019,Away win,False,False,False,True,False,False,False,1.2,2.3333333333333335,1.4200000000000002,1.2666666666666666
4,2019-09-15,Betis,1–1,Getafe,1.1,1.5,Estadio Benito Villamarín,José González,1.0,1.0,2019,Draw,False,False,False,True,False,False,False,1.8,0.8,1.4600000000000002,1.02
4,2019-09-15,Eibar,1–2,Espanyol,0.7,1.8,Estadio Municipal de Ipurúa,Valentín Pizarro,1.0,2.0,2019,Away win,False,False,False,True,False,False,False,1.0,0.8,0.8400000000000002,1.3
4,2019-09-15,Alavés,0–1,Sevilla,0.8,1.1,Estadio de Mendizorroza,Alejandro Hernández,0.0,1.0,2019,Away win,False,False,False,True,False,False,False,1.0,1.4,0.8800000000000001,1.3
5,2019-09-20,Osasuna,0–0,Betis,2.1,0.4,Estadio El Sadar,Carlos del Cerro,0.0,0.0,2019,Draw,True,False,False,False,False,False,False,1.0,1.6,1.25,1.2399999999999998
5,2019-09-21,Granada,2–0,Barcelona,1.9,0.5,Estadio Nuevo Los Cármenes,Guillermo Cuadra,2.0,0.0,2019,Home win,False,False,True,False,False,False,False,2.25,2.8,1.25,1.48
5,2019-09-21,Atlético Madrid,0–0,Celta Vigo,1.7,0.6,Estadio Wanda Metropolitano,Mario Melero,0.0,0.0,2019,Draw,False,False,True,False,False,False,False,1.4,1.0,1.72,1.2600000000000002
5,2019-09-21,Levante,0–0,Eibar,1.5,1.4,Estadio Ciudad de Valencia,Hsu Jason,0.0,0.0,2019,Draw,False,False,True,False,False,False,False,1.6,1.2,1.9600000000000002,0.9200000000000002
5,2019-09-21,Villarreal,2–0,Valladolid,2.1,0.4,Estadio de la Cerámica,César Soto,2.0,0.0,2019,Home win,False,False,True,False,False,False,False,2.4,0.8,1.7800000000000005,0.9
5,2019-09-22,Getafe,4–2,Mallorca,2.1,0.8,Coliseum Alfonso Pérez,Santiago Jaime,4.0,2.0,2019,Home win,False,False,False,True,False,False,False,1.0,0.5,1.08,1.4
5,2019-09-22,Espanyol,1–3,Real Sociedad,0.9,1.3,RCDE Stadium,Adrián Cordero,1.0,3.0,2019,Away win,False,False,False,True,False,False,False,0.8,0.8,1.0,1.2200000000000002
5,2019-09-22,Valencia,1–1,Leganés,1.5,1.2,Estadio de Mestalla,Daniel Ask,1.0,1.0,2019,Draw,False,False,False,True,False,False,False,1.4,0.4,1.72,0.9
5,2019-09-22,Athletic Club,2–0,Alavés,2.4,0.2,San Mamés,Jesús Gil,2.0,0.0,2019,Home win,False,False,False,True,False,False,False,0.8,0.8,0.8400000000000001,0.8800000000000001
5,2019-09-22,Sevilla,0–1,Real Madrid,0.5,1.2,Estadio Ramón Sánchez Pizjuán,Juan Martínez,0.0,1.0,2019,Away win,False,False,False,True,False,False,False,1.4,1.8,1.3599999999999999,1.9
6,2019-09-24,Valladolid,1–1,Granada,1.4,0.6,Estadio Municipal José Zorrilla,Valentín Pizarro,1.0,1.0,2019,Draw,False,False,False,False,False,True,False,0.8,2.2,0.8200000000000001,1.38
6,2019-09-24,Betis,3–1,Levante,2.9,1.5,Estadio Benito Villamarín,Eduardo Prieto,3.0,1.0,2019,Home win,False,False,False,False,False,True,False,1.2,1.2,1.06,1.72
6,2019-09-24,Barcelona,2–1,Villarreal,0.5,0.6,Camp Nou,Ricardo de Burgos,2.0,1.0,2019,Home win,False,False,False,False,False,True,False,2.4,2.4,1.3599999999999999,2.0000000000000004
6,2019-09-25,Mallorca,0–2,Atlético Madrid,0.5,1.0,Iberostar Estadi,Alejandro Hernández,0.0,2.0,2019,Away win,False,False,False,False,False,False,True,0.8,1.0,1.28,1.6800000000000002
6,2019-09-25,Leganés,1–1,Athletic Club,0.5,1.2,Estadio Municipal de Butarque,José González,1.0,1.0,2019,Draw,False,False,False,False,False,False,True,0.4,1.2,0.96,1.18
6,2019-09-25,Valencia,3–3,Getafe,1.2,2.0,Estadio de Mestalla,José Luis Munuera,3.0,3.0,2019,Draw,False,False,False,False,False,False,True,1.2,1.4,1.72,1.04
6,2019-09-25,Real Madrid,2–0,Osasuna,1.6,0.2,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,2.0,0.0,2019,Home win,False,False,False,False,False,False,True,2.0,0.8,1.9599999999999997,1.42
6,2019-09-26,Eibar,3–2,Sevilla,1.5,1.4,Estadio Municipal de Ipurúa,Pablo González,3.0,2.0,2019,Home win,False,False,False,False,True,False,False,0.8,1.0,0.9000000000000001,1.16
6,2019-09-26,Celta Vigo,1–1,Espanyol,1.1,1.2,Estadio de Balaídos,José Sánchez,1.0,1.0,2019,Draw,False,False,False,False,True,False,False,0.6,0.6,0.96,0.9
6,2019-09-26,Real Sociedad,3–0,Alavés,3.8,0.3,Estadio Municipal de Anoeta,David Medié,3.0,0.0,2019,Home win,False,False,False,False,True,False,False,1.4,0.4,1.4,0.66
7,2019-09-27,Villarreal,5–1,Betis,3.2,0.7,Estadio de la Cerámica,Daniel Ask,5.0,1.0,2019,Home win,True,False,False,False,False,False,False,1.8,1.6,1.7400000000000002,1.3399999999999999
7,2019-09-28,Athletic Club,0–1,Valencia,1.4,1.8,San Mamés,Mario Melero,0.0,1.0,2019,Away win,False,False,True,False,False,False,False,1.2,1.6,1.3199999999999998,1.5
7,2019-09-28,Getafe,0–2,Barcelona,1.0,1.3,Coliseum Alfonso Pérez,Jesús Gil,0.0,2.0,2019,Away win,False,False,True,False,False,False,False,2.0,2.8,1.3800000000000001,1.2799999999999998
7,2019-09-28,Granada,1–0,Leganés,0.7,1.2,Estadio Nuevo Los Cármenes,Adrián Cordero,1.0,0.0,2019,Home win,False,False,True,False,False,False,False,1.6,0.6,1.12,0.78
7,2019-09-28,Atlético Madrid,0–0,Real Madrid,0.9,0.4,Estadio Wanda Metropolitano,José González,0.0,0.0,2019,Draw,False,False,True,False,False,False,False,1.2,1.8,1.44,1.86
7,2019-09-29,Espanyol,0–2,Valladolid,1.3,1.8,RCDE Stadium,Guillermo Cuadra,0.0,2.0,2019,Away win,False,False,False,True,False,False,False,0.8,0.6,1.1,0.96
7,2019-09-29,Eibar,2–0,Celta Vigo,1.1,0.9,Estadio Municipal de Ipurúa,Juan Martínez,2.0,0.0,2019,Home win,False,False,False,True,False,False,False,1.2,0.6,1.06,0.86
7,2019-09-29,Alavés,2–0,Mallorca,2.1,0.2,Estadio de Mendizorroza,Carlos del Cerro,2.0,0.0,2019,Home win,False,False,False,True,False,False,False,0.2,0.4,0.6199999999999999,1.06
7,2019-09-29,Levante,1–1,Osasuna,1.6,1.1,Estadio Ciudad de Valencia,César Soto,1.0,1.0,2019,Draw,False,False,False,True,False,False,False,1.4,0.6,1.8,1.42
7,2019-09-29,Sevilla,3–2,Real Sociedad,1.7,0.8,Estadio Ramón Sánchez Pizjuán,Hsu Jason,3.0,2.0,2019,Home win,False,False,False,True,False,False,False,1.0,1.8,1.12,1.8
8,2019-10-04,Betis,1–1,Eibar,1.9,1.2,Estadio Benito Villamarín,Alejandro Hernández,1.0,1.0,2019,Draw,True,False,False,False,False,False,False,1.4,1.6,1.44,1.1200000000000003
8,2019-10-05,Leganés,1–2,Levante,2.8,1.2,Estadio Municipal de Butarque,José Luis Munuera,1.0,2.0,2019,Away win,False,False,True,False,False,False,False,0.6,1.2,0.9400000000000001,1.7
8,2019-10-05,Real Madrid,4–2,Granada,2.6,1.6,Estadio Santiago Bernabéu,Santiago Jaime,4.0,2.0,2019,Home win,False,False,True,False,False,False,False,1.6,1.8,1.6,1.1599999999999997
8,2019-10-05,Valencia,2–1,Alavés,1.3,1.7,Estadio de Mestalla,Eduardo Prieto,2.0,1.0,2019,Home win,False,False,True,False,False,False,False,1.8,0.6,1.6600000000000001,0.8800000000000001
8,2019-10-05,Osasuna,2–1,Villarreal,1.3,2.4,Estadio El Sadar,Valentín Pizarro,2.0,1.0,2019,Home win,False,False,True,False,False,False,False,0.8,2.6,1.54,1.7800000000000005
8,2019-10-06,Real Sociedad,1–2,Getafe,0.6,0.9,Estadio Municipal de Anoeta,Pablo González,1.0,2.0,2019,Away win,False,False,False,True,False,False,False,2.0,1.8,1.6400000000000001,1.52
8,2019-10-06,Valladolid,0–0,Atlético Madrid,1.0,0.8,Estadio Municipal José Zorrilla,José Sánchez,0.0,0.0,2019,Draw,False,False,False,True,False,False,False,0.8,1.0,1.0799999999999998,1.26
8,2019-10-06,Barcelona,4–0,Sevilla,2.1,2.5,Camp Nou,Antonio Matéu Lahoz,4.0,0.0,2019,Home win,False,False,False,True,False,False,False,2.2,1.4,1.02,1.2399999999999998
8,2019-10-06,Mallorca,2–0,Espanyol,0.8,1.2,Iberostar Estadi,Ricardo de Burgos,2.0,0.0,2019,Home win,False,False,False,True,False,False,False,0.4,0.8,0.9000000000000001,1.3199999999999998
8,2019-10-06,Celta Vigo,1–0,Athletic Club,1.2,0.2,Estadio de Balaídos,David Medié,1.0,0.0,2019,Home win,False,False,False,True,False,False,False,0.4,1.0,0.66,1.4999999999999998
9,2019-10-18,Granada,1–0,Osasuna,0.6,0.6,Estadio Nuevo Los Cármenes,Daniel Ask,1.0,0.0,2019,Home win,True,False,False,False,False,False,False,1.6,0.8,1.2,1.44
9,2019-10-19,Eibar,0–3,Barcelona,0.3,1.5,Estadio Municipal de Ipurúa,Mario Melero,0.0,3.0,2019,Away win,False,False,True,False,False,False,False,1.4,2.6,1.1800000000000002,1.3599999999999999
9,2019-10-19,Atlético Madrid,1–1,Valencia,1.6,0.7,Estadio Wanda Metropolitano,Adrián Cordero,1.0,1.0,2019,Draw,False,False,True,False,False,False,False,0.4,1.8,1.12,1.46
9,2019-10-19,Getafe,2–0,Leganés,1.0,0.6,Coliseum Alfonso Pérez,Juan Martínez,2.0,0.0,2019,Home win,False,False,True,False,False,False,False,2.0,0.6,1.5,1.22
9,2019-10-19,Mallorca,1–0,Real Madrid,0.2,1.0,Iberostar Estadi,Hsu Jason,1.0,0.0,2019,Home win,False,False,True,False,False,False,False,0.8,2.0,0.8200000000000001,1.7400000000000002
9,2019-10-20,Alavés,2–0,Celta Vigo,2.1,1.3,Estadio de Mendizorroza,José González,2.0,0.0,2019,Home win,False,False,False,True,False,False,False,0.6,0.4,1.02,0.82
9,2019-10-20,Espanyol,0–1,Villarreal,1.0,1.6,RCDE Stadium,Carlos del Cerro,0.0,1.0,2019,Away win,False,False,False,True,False,False,False,0.8,2.4,1.28,1.98
9,2019-10-20,Athletic Club,1–1,Valladolid,1.5,0.7,San Mamés,Jesús Gil,1.0,1.0,2019,Draw,False,False,False,True,False,False,False,0.6,0.8,1.3399999999999999,1.06
9,2019-10-20,Sevilla,1–0,Levante,2.7,0.5,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,1.0,0.0,2019,Home win,False,False,False,True,False,False,False,1.2,1.2,1.44,1.4
9,2019-10-20,Real Sociedad,3–1,Betis,1.4,1.0,Estadio Municipal de Anoeta,César Soto,3.0,1.0,2019,Home win,False,False,False,True,False,False,False,2.2,1.2,1.72,1.4
10,2019-10-25,Villarreal,4–1,Alavés,2.5,0.8,Estadio de la Cerámica,David Medié,4.0,1.0,2019,Home win,True,False,False,False,False,False,False,2.0,1.0,1.9800000000000004,1.28
10,2019-10-26,Leganés,1–0,Mallorca,1.7,0.8,Estadio Municipal de Butarque,Eduardo Prieto,1.0,0.0,2019,Home win,False,False,True,False,False,False,False,0.6,1.0,1.26,0.5
10,2019-10-26,Valladolid,2–0,Eibar,1.7,0.6,Estadio Municipal José Zorrilla,José Luis Munuera,2.0,0.0,2019,Home win,False,False,True,False,False,False,False,0.8,1.2,1.06,1.1
10,2019-10-26,Atlético Madrid,2–0,Athletic Club,1.5,0.4,Estadio Wanda Metropolitano,Alejandro Hernández,2.0,0.0,2019,Home win,False,False,True,False,False,False,False,0.6,0.8,1.2,1.3399999999999999
10,2019-10-27,Sevilla,2–0,Getafe,2.0,0.7,Estadio Ramón Sánchez Pizjuán,José Sánchez,2.0,0.0,2019,Home win,False,False,False,True,False,False,False,1.2,2.2,1.7600000000000002,1.4
10,2019-10-27,Osasuna,3–1,Valencia,2.8,0.9,Estadio El Sadar,Santiago Jaime,3.0,1.0,2019,Home win,False,False,False,True,False,False,False,0.6,1.6,1.06,1.3
10,2019-10-27,Levante,0–1,Espanyol,0.3,1.0,Estadio Ciudad de Valencia,Pablo González,0.0,1.0,2019,Away win,False,False,False,True,False,False,False,0.8,0.4,1.26,1.12
10,2019-10-27,Celta Vigo,0–1,Real Sociedad,0.9,0.8,Estadio de Balaídos,Valentín Pizarro,0.0,1.0,2019,Away win,False,False,False,True,False,False,False,0.4,2.4,1.02,1.5799999999999998
10,2019-10-27,Granada,1–0,Betis,1.6,0.7,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz,1.0,0.0,2019,Home win,False,False,False,True,False,False,False,1.4,1.2,1.0799999999999998,1.3800000000000001
11,2019-10-29,Alavés,1–1,Atlético Madrid,0.6,1.7,Estadio de Mendizorroza,Daniel Ask,1.0,1.0,2019,Draw,False,False,False,False,False,True,False,1.2,1.0,1.4,1.16
11,2019-10-29,Barcelona,5–1,Valladolid,2.7,1.1,Camp Nou,Hsu Jason,5.0,1.0,2019,Home win,False,False,False,False,False,True,False,2.2,1.2,1.1800000000000002,1.3199999999999998
11,2019-10-30,Valencia,1–1,Sevilla,0.8,0.6,Estadio de Mestalla,Carlos del Cerro,1.0,1.0,2019,Draw,False,False,False,False,False,False,True,1.6,1.6,1.1800000000000002,2.06
11,2019-10-30,Real Sociedad,1–2,Levante,1.6,1.8,Estadio Municipal de Anoeta,Mario Melero,1.0,2.0,2019,Away win,False,False,False,False,False,False,True,2.0,0.8,1.48,1.02
11,2019-10-30,Athletic Club,3–0,Espanyol,0.3,0.9,San Mamés,Juan Martínez,3.0,0.0,2019,Home win,False,False,False,False,False,False,True,0.4,0.4,0.9400000000000001,1.1400000000000001
11,2019-10-30,Betis,2–1,Celta Vigo,1.0,1.7,Estadio Benito Villamarín,Jesús Gil,2.0,1.0,2019,Home win,False,False,False,False,False,False,True,1.2,0.4,1.44,1.08
11,2019-10-30,Real Madrid,5–0,Leganés,4.8,0.3,Estadio Santiago Bernabéu,César Soto,5.0,0.0,2019,Home win,False,False,False,False,False,False,True,1.4,0.6,1.36,1.3599999999999999
11,2019-10-31,Getafe,3–1,Granada,0.8,1.7,Coliseum Alfonso Pérez,José González,3.0,1.0,2019,Home win,False,False,False,False,True,False,False,1.4,1.2,1.1199999999999999,1.02
11,2019-10-31,Mallorca,2–2,Osasuna,2.4,1.0,Iberostar Estadi,Adrián Cordero,2.0,2.0,2019,Draw,False,False,False,False,True,False,False,0.6,1.2,0.5,1.2
11,2019-10-31,Eibar,2–1,Villarreal,2.4,1.5,Estadio Municipal de Ipurúa,Guillermo Cuadra,2.0,1.0,2019,Home win,False,False,False,False,True,False,False,1.2,2.4,0.9400000000000002,2.06
12,2019-11-02,Espanyol,1–2,Valencia,1.3,1.9,RCDE Stadium,Valentín Pizarro,1.0,2.0,2019,Away win,False,False,True,False,False,False,False,0.2,1.2,1.08,1.1
12,2019-11-02,Levante,3–1,Barcelona,1.0,2.3,Estadio Ciudad de Valencia,Alejandro Hernández,3.0,1.0,2019,Home win,False,False,True,False,False,False,False,1.0,3.2,1.08,1.6200000000000003
12,2019-11-02,Sevilla,1–1,Atlético Madrid,0.7,2.8,Estadio Ramón Sánchez Pizjuán,José González,1.0,1.0,2019,Draw,False,False,True,False,False,False,False,1.4,0.8,1.9,1.3
12,2019-11-02,Real Madrid,0–0,Betis,2.8,0.5,Estadio Santiago Bernabéu,José Sánchez,0.0,0.0,2019,Draw,False,False,True,False,False,False,False,2.2,1.0,2.0799999999999996,1.0599999999999998
12,2019-11-03,Leganés,1–2,Eibar,1.4,0.9,Estadio Municipal de Butarque,Pablo González,1.0,2.0,2019,Away win,False,False,False,True,False,False,False,0.4,1.0,1.3199999999999998,1.12
12,2019-11-03,Granada,1–2,Real Sociedad,0.2,1.0,Estadio Nuevo Los Cármenes,Eduardo Prieto,1.0,2.0,2019,Away win,False,False,False,True,False,False,False,1.2,1.6,1.24,1.04
12,2019-11-03,Celta Vigo,0–1,Getafe,0.2,0.4,Estadio de Balaídos,Antonio Matéu Lahoz,0.0,1.0,2019,Away win,False,False,False,True,False,False,False,0.4,1.4,1.2,0.8800000000000001
12,2019-11-03,Valladolid,3–0,Mallorca,2.0,0.7,Estadio Municipal José Zorrilla,David Medié,3.0,0.0,2019,Home win,False,False,False,True,False,False,False,1.2,1.0,1.26,0.8800000000000001
12,2019-11-03,Villarreal,0–0,Athletic Club,0.8,0.9,Estadio de la Cerámica,Santiago Jaime,0.0,0.0,2019,Draw,False,False,False,True,False,False,False,2.4,0.8,2.2400000000000007,0.76
