week,date,day,home,score,away,xG,xG_1,venue,referee
24,2019-02-16,Sat,Barcelona,1–0,Valladolid,3.7,0.4,Camp Nou,Juan Martínez
24,2019-02-17,Sun,Real Madrid,1–2,Girona,1.8,2.6,Estadio Santiago Bernabéu,Guillermo Cuadra
24,2019-02-17,Sun,Valencia,0–0,Espanyol,1.7,0.4,Estadio de Mestalla,Ricardo de Burgos
24,2019-02-17,Sun,Villarreal,3–0,Sevilla,1.6,2.6,Estadio de la Cerámica,José González
24,2019-02-17,Sun,Betis,1–1,Alavés,3.1,1.2,Estadio Benito Villamarín,Antonio Matéu Lahoz
24,2019-02-18,Mon,Huesca,0–1,Athletic Club,1.2,1.4,Estadio El Alcoraz,José Sánchez
25,2019-02-22,Fri,Espanyol,1–1,Huesca,0.8,0.8,RCDE Stadium,Alejandro Hernández
25,2019-02-23,Sat,Getafe,2–1,Rayo Vallecano,1.3,0.8,Coliseum Alfonso Pérez,Hsu Jason
25,2019-02-23,Sat,Sevilla,2–4,Barcelona,1.6,1.8,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
25,2019-02-23,Sat,Alavés,0–0,Celta Vigo,1.4,0.5,Estadio de Mendizorroza,Carlos del Cerro
25,2019-02-23,Sat,Athletic Club,1–0,Eibar,1.3,0.6,San Mamés,Mario Melero
25,2019-02-24,Sun,Leganés,1–1,Valencia,1.8,0.5,Estadio Municipal de Butarque,Daniel Ask
25,2019-02-24,Sun,Atlético Madrid,2–0,Villarreal,1.2,1.2,Estadio Wanda Metropolitano,Alberto Undiano
25,2019-02-24,Sun,Valladolid,0–2,Betis,0.6,0.8,Estadio Municipal José Zorrilla,Pablo González
25,2019-02-24,Sun,Levante,1–2,Real Madrid,1.2,2.7,Estadio Ciudad de Valencia,Ignacio Iglesias
25,2019-02-25,Mon,Girona,0–0,Real Sociedad,1.0,0.5,Estadi Municipal de Montilivi,Eduardo Prieto
26,2019-03-01,Fri,Rayo Vallecano,0–2,Girona,0.8,1.3,Estadio del Rayo Vallecano,Santiago Jaime
26,2019-03-02,Sat,Espanyol,3–1,Valladolid,2.6,1.5,RCDE Stadium,Adrián Cordero
26,2019-03-02,Sat,Villarreal,1–2,Alavés,1.2,1.4,Estadio de la Cerámica,José Luis Munuera
26,2019-03-02,Sat,Huesca,2–1,Sevilla,1.0,2.3,Estadio El Alcoraz,Ricardo de Burgos
26,2019-03-02,Sat,Real Madrid,0–1,Barcelona,0.9,1.1,Estadio Santiago Bernabéu,Alberto Undiano
26,2019-03-03,Sun,Eibar,1–0,Celta Vigo,2.5,0.5,Estadio Municipal de Ipurúa,Guillermo Cuadra
26,2019-03-03,Sun,Betis,1–2,Getafe,0.6,1.6,Estadio Benito Villamarín,Juan Martínez
26,2019-03-03,Sun,Real Sociedad,0–2,Atlético Madrid,0.9,1.4,Estadio Municipal de Anoeta,José González
26,2019-03-03,Sun,Valencia,2–0,Athletic Club,1.3,0.4,Estadio de Mestalla,David Medié
26,2019-03-04,Mon,Leganés,1–0,Levante,1.9,1.5,Estadio Municipal de Butarque,Jesús Gil
27,2019-03-08,Fri,Athletic Club,1–1,Espanyol,0.8,0.8,San Mamés,Pablo González
27,2019-03-09,Sat,Alavés,1–1,Eibar,2.0,2.4,Estadio de Mendizorroza,Hsu Jason
27,2019-03-09,Sat,Atlético Madrid,1–0,Leganés,1.3,0.1,Estadio Wanda Metropolitano,Antonio Matéu Lahoz
27,2019-03-09,Sat,Barcelona,3–1,Rayo Vallecano,2.4,0.4,Camp Nou,Mario Melero
27,2019-03-09,Sat,Getafe,2–1,Huesca,1.4,0.9,Coliseum Alfonso Pérez,Eduardo Prieto
27,2019-03-10,Sun,Celta Vigo,0–1,Betis,0.4,1.2,Estadio de Balaídos,Daniel Ask
27,2019-03-10,Sun,Girona,2–3,Valencia,2.3,1.2,Estadi Municipal de Montilivi,Carlos del Cerro
27,2019-03-10,Sun,Levante,0–2,Villarreal,1.1,1.0,Estadio Ciudad de Valencia,José Sánchez
27,2019-03-10,Sun,Sevilla,5–2,Real Sociedad,2.4,1.2,Estadio Ramón Sánchez Pizjuán,Ignacio Iglesias
27,2019-03-10,Sun,Valladolid,1–4,Real Madrid,2.2,2.8,Estadio Municipal José Zorrilla,Jesús Gil
28,2019-03-15,Fri,Real Sociedad,1–1,Levante,2.9,1.3,Estadio Municipal de Anoeta,Adrián Cordero
28,2019-03-16,Sat,Huesca,1–3,Alavés,1.5,2.3,Estadio El Alcoraz,Alberto Undiano
28,2019-03-16,Sat,Real Madrid,2–0,Celta Vigo,2.5,0.4,Estadio Santiago Bernabéu,Juan Martínez
28,2019-03-16,Sat,Athletic Club,2–0,Atlético Madrid,1.3,0.9,San Mamés,Santiago Jaime
28,2019-03-16,Sat,Leganés,0–2,Girona,0.6,1.5,Estadio Municipal de Butarque,José Luis Munuera
28,2019-03-17,Sun,Eibar,1–2,Valladolid,2.1,2.4,Estadio Municipal de Ipurúa,David Medié
28,2019-03-17,Sun,Espanyol,0–1,Sevilla,0.7,1.5,RCDE Stadium,Guillermo Cuadra
28,2019-03-17,Sun,Villarreal,3–1,Rayo Vallecano,2.5,0.2,Estadio de la Cerámica,José González
28,2019-03-17,Sun,Valencia,0–0,Getafe,0.6,0.5,Estadio de Mestalla,José Sánchez
28,2019-03-17,Sun,Betis,1–4,Barcelona,1.2,3.0,Estadio Benito Villamarín,Ricardo de Burgos
29,2019-03-29,Fri,Girona,1–2,Athletic Club,0.4,1.0,Estadi Municipal de Montilivi,José Sánchez
29,2019-03-30,Sat,Getafe,0–2,Leganés,0.6,1.3,Coliseum Alfonso Pérez,Pablo González
29,2019-03-30,Sat,Barcelona,2–0,Espanyol,1.3,0.2,Camp Nou,Carlos del Cerro
29,2019-03-30,Sat,Celta Vigo,3–2,Villarreal,1.8,2.5,Estadio de Balaídos,Jesús Gil
29,2019-03-30,Sat,Alavés,0–4,Atlético Madrid,0.8,1.5,Estadio de Mendizorroza,Mario Melero
29,2019-03-31,Sun,Levante,2–2,Eibar,1.0,2.3,Estadio Ciudad de Valencia,Eduardo Prieto
29,2019-03-31,Sun,Rayo Vallecano,1–1,Betis,2.2,0.6,Estadio del Rayo Vallecano,Antonio Matéu Lahoz
29,2019-03-31,Sun,Sevilla,0–1,Valencia,0.9,1.0,Estadio Ramón Sánchez Pizjuán,José González
29,2019-03-31,Sun,Valladolid,1–1,Real Sociedad,2.5,0.9,Estadio Municipal José Zorrilla,Hsu Jason
29,2019-03-31,Sun,Real Madrid,3–2,Huesca,4.1,1.7,Estadio Santiago Bernabéu,Daniel Ask
30,2019-04-02,Tue,Atlético Madrid,2–0,Girona,2.5,0.8,Estadio Wanda Metropolitano,Ignacio Iglesias
30,2019-04-02,Tue,Espanyol,1–1,Getafe,1.7,1.5,RCDE Stadium,Ricardo de Burgos
30,2019-04-02,Tue,Villarreal,4–4,Barcelona,2.2,2.7,Estadio de la Cerámica,Alejandro Hernández
30,2019-04-03,Wed,Athletic Club,3–2,Levante,1.8,1.5,San Mamés,José Luis Munuera
30,2019-04-03,Wed,Huesca,3–3,Celta Vigo,3.3,2.0,Estadio El Alcoraz,Adrián Cordero
30,2019-04-03,Wed,Eibar,2–1,Rayo Vallecano,1.6,0.9,Estadio Municipal de Ipurúa,Alberto Undiano
30,2019-04-03,Wed,Valencia,2–1,Real Madrid,1.8,0.8,Estadio de Mestalla,Santiago Jaime
30,2019-04-04,Thu,Sevilla,2–0,Alavés,1.9,0.6,Estadio Ramón Sánchez Pizjuán,Juan Martínez
30,2019-04-04,Thu,Leganés,1–0,Valladolid,1.7,0.8,Estadio Municipal de Butarque,Guillermo Cuadra
30,2019-04-04,Thu,Real Sociedad,2–1,Betis,2.5,1.3,Estadio Municipal de Anoeta,David Medié
31,2019-04-06,Sat,Girona,1–2,Espanyol,1.5,0.4,Estadi Municipal de Montilivi,Eduardo Prieto
31,2019-04-06,Sat,Real Madrid,2–1,Eibar,1.6,0.8,Estadio Santiago Bernabéu,Pablo González
31,2019-04-06,Sat,Rayo Vallecano,2–0,Valencia,1.5,2.3,Estadio del Rayo Vallecano,Hsu Jason
31,2019-04-06,Sat,Barcelona,2–0,Atlético Madrid,2.6,0.8,Camp Nou,Jesús Gil
31,2019-04-07,Sun,Alavés,1–1,Leganés,0.9,0.9,Estadio de Mendizorroza,Antonio Matéu Lahoz
31,2019-04-07,Sun,Getafe,1–0,Athletic Club,1.3,0.7,Coliseum Alfonso Pérez,José González
31,2019-04-07,Sun,Valladolid,0–2,Sevilla,1.4,2.1,Estadio Municipal José Zorrilla,José Sánchez
31,2019-04-07,Sun,Levante,2–2,Huesca,2.4,1.3,Estadio Ciudad de Valencia,Carlos del Cerro
31,2019-04-07,Sun,Celta Vigo,3–1,Real Sociedad,3.0,1.4,Estadio de Balaídos,Mario Melero
31,2019-04-07,Sun,Betis,2–1,Villarreal,1.8,1.5,Estadio Benito Villamarín,Daniel Ask
32,2019-04-13,Sat,Espanyol,2–1,Alavés,0.5,1.4,RCDE Stadium,Ignacio Iglesias
32,2019-04-13,Sat,Huesca,0–0,Barcelona,0.2,1.1,Estadio El Alcoraz,Guillermo Cuadra
32,2019-04-13,Sat,Atlético Madrid,2–0,Celta Vigo,1.5,0.5,Estadio Wanda Metropolitano,Ricardo de Burgos
32,2019-04-13,Sat,Sevilla,3–2,Betis,2.0,1.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
32,2019-04-14,Sun,Valladolid,2–2,Getafe,1.5,1.6,Estadio Municipal José Zorrilla,José Luis Munuera
32,2019-04-14,Sun,Athletic Club,3–2,Rayo Vallecano,2.7,1.0,San Mamés,Juan Martínez
32,2019-04-14,Sun,Real Sociedad,1–1,Eibar,0.4,1.5,Estadio Municipal de Anoeta,Santiago Jaime
32,2019-04-14,Sun,Girona,0–1,Villarreal,1.3,1.4,Estadi Municipal de Montilivi,Adrián Cordero
32,2019-04-14,Sun,Valencia,3–1,Levante,2.4,0.3,Estadio de Mestalla,Alberto Undiano
32,2019-04-15,Mon,Leganés,1–1,Real Madrid,0.6,1.2,Estadio Municipal de Butarque,David Medié
33,2019-04-19,Fri,Alavés,2–2,Valladolid,1.3,2.0,Estadio de Mendizorroza,Daniel Ask
33,2019-04-20,Sat,Celta Vigo,2–1,Girona,1.8,0.4,Estadio de Balaídos,Carlos del Cerro
33,2019-04-20,Sat,Eibar,0–1,Atlético Madrid,0.6,1.3,Estadio Municipal de Ipurúa,Hsu Jason
33,2019-04-20,Sat,Rayo Vallecano,0–0,Huesca,1.2,1.1,Estadio del Rayo Vallecano,José González
33,2019-04-20,Sat,Barcelona,2–1,Real Sociedad,1.1,1.5,Camp Nou,Pablo González
33,2019-04-21,Sun,Levante,2–2,Espanyol,1.8,2.1,Estadio Ciudad de Valencia,Jesús Gil
33,2019-04-21,Sun,Getafe,3–0,Sevilla,2.9,0.7,Coliseum Alfonso Pérez,Antonio Matéu Lahoz
33,2019-04-21,Sun,Real Madrid,3–0,Athletic Club,1.9,0.5,Estadio Santiago Bernabéu,Mario Melero
33,2019-04-21,Sun,Villarreal,2–1,Leganés,1.0,1.2,Estadio de la Cerámica,Eduardo Prieto
33,2019-04-21,Sun,Betis,1–2,Valencia,2.1,0.2,Estadio Benito Villamarín,José Sánchez
34,2019-04-23,Tue,Huesca,2–0,Eibar,1.0,0.8,Estadio El Alcoraz,David Medié
34,2019-04-23,Tue,Valladolid,1–0,Girona,0.9,0.6,Estadio Municipal José Zorrilla,Juan Martínez
34,2019-04-23,Tue,Alavés,0–2,Barcelona,0.3,2.5,Estadio de Mendizorroza,Adrián Cordero
34,2019-04-24,Wed,Atlético Madrid,3–2,Valencia,1.6,2.1,Estadio Wanda Metropolitano,Alejandro Hernández
34,2019-04-24,Wed,Espanyol,1–1,Celta Vigo,2.2,2.7,RCDE Stadium,Alberto Undiano
34,2019-04-24,Wed,Leganés,0–1,Athletic Club,0.6,0.6,Estadio Municipal de Butarque,Ignacio Iglesias
34,2019-04-24,Wed,Levante,4–0,Betis,1.4,0.4,Estadio Ciudad de Valencia,Santiago Jaime
34,2019-04-25,Thu,Sevilla,5–0,Rayo Vallecano,3.8,0.9,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
34,2019-04-25,Thu,Real Sociedad,0–1,Villarreal,0.8,0.7,Estadio Municipal de Anoeta,José Luis Munuera
34,2019-04-25,Thu,Getafe,0–0,Real Madrid,0.6,1.8,Coliseum Alfonso Pérez,Ricardo de Burgos
35,2019-04-27,Sat,Athletic Club,1–1,Alavés,1.3,1.3,San Mamés,Jesús Gil
35,2019-04-27,Sat,Atlético Madrid,1–0,Valladolid,0.7,0.7,Estadio Wanda Metropolitano,Mario Melero
35,2019-04-27,Sat,Leganés,0–0,Celta Vigo,0.5,0.3,Estadio Municipal de Butarque,Juan Martínez
35,2019-04-27,Sat,Barcelona,1–0,Levante,2.1,1.0,Camp Nou,Ricardo de Burgos
35,2019-04-28,Sun,Valencia,0–1,Eibar,0.5,1.3,Estadio de Mestalla,Daniel Ask
35,2019-04-28,Sun,Girona,1–0,Sevilla,1.0,0.6,Estadi Municipal de Montilivi,José González
35,2019-04-28,Sun,Real Sociedad,2–1,Getafe,2.4,0.6,Estadio Municipal de Anoeta,Eduardo Prieto
35,2019-04-28,Sun,Villarreal,1–1,Huesca,1.0,1.4,Estadio de la Cerámica,José Sánchez
35,2019-04-28,Sun,Rayo Vallecano,1–0,Real Madrid,1.8,0.5,Estadio del Rayo Vallecano,Pablo González
35,2019-04-29,Mon,Betis,1–1,Espanyol,1.4,1.1,Estadio Benito Villamarín,Carlos del Cerro
36,2019-05-03,Fri,Sevilla,0–3,Leganés,0.3,0.9,Estadio Ramón Sánchez Pizjuán,Alberto Undiano
36,2019-05-04,Sat,Levante,4–1,Rayo Vallecano,2.8,1.7,Estadio Ciudad de Valencia,Daniel Ask
36,2019-05-04,Sat,Espanyol,3–0,Atlético Madrid,1.6,0.7,RCDE Stadium,José Luis Munuera
36,2019-05-04,Sat,Alavés,0–1,Real Sociedad,0.8,0.8,Estadio de Mendizorroza,Hsu Jason
36,2019-05-04,Sat,Celta Vigo,2–0,Barcelona,1.9,0.5,Estadio de Balaídos,José Sánchez
36,2019-05-05,Sun,Getafe,2–0,Girona,2.0,0.7,Coliseum Alfonso Pérez,Alejandro Hernández
36,2019-05-05,Sun,Eibar,1–0,Betis,0.7,2.1,Estadio Municipal de Ipurúa,Ignacio Iglesias
36,2019-05-05,Sun,Real Madrid,3–2,Villarreal,2.7,0.7,Estadio Santiago Bernabéu,Jesús Gil
36,2019-05-05,Sun,Valladolid,1–0,Athletic Club,0.8,1.6,Estadio Municipal José Zorrilla,Antonio Matéu Lahoz
36,2019-05-05,Sun,Huesca,2–6,Valencia,3.1,2.4,Estadio El Alcoraz,Carlos del Cerro
37,2019-05-12,Sun,Betis,2–1,Huesca,2.2,1.3,Estadio Benito Villamarín,Adrián Cordero
37,2019-05-12,Sun,Barcelona,2–0,Getafe,2.4,1.2,Camp Nou,José González
37,2019-05-12,Sun,Girona,1–2,Levante,1.9,0.7,Estadi Municipal de Montilivi,Carlos del Cerro
37,2019-05-12,Sun,Valencia,3–1,Alavés,1.9,0.8,Estadio de Mestalla,Guillermo Cuadra
37,2019-05-12,Sun,Villarreal,1–0,Eibar,1.5,0.3,Estadio de la Cerámica,Pablo González
37,2019-05-12,Sun,Leganés,0–2,Espanyol,0.7,3.3,Estadio Municipal de Butarque,Mario Melero
37,2019-05-12,Sun,Athletic Club,3–1,Celta Vigo,2.1,1.1,San Mamés,Daniel Ask
37,2019-05-12,Sun,Rayo Vallecano,1–2,Valladolid,1.9,1.4,Estadio del Rayo Vallecano,José Sánchez
37,2019-05-12,Sun,Atlético Madrid,1–1,Sevilla,1.3,0.8,Estadio Wanda Metropolitano,Ricardo de Burgos
37,2019-05-12,Sun,Real Sociedad,3–1,Real Madrid,2.1,0.9,Estadio Municipal de Anoeta,Juan Martínez
38,2019-05-18,Sat,Levante,2–2,Atlético Madrid,2.7,1.9,Estadio Ciudad de Valencia,Ignacio Iglesias
38,2019-05-18,Sat,Getafe,2–2,Villarreal,2.3,1.0,Coliseum Alfonso Pérez,Daniel Ask
38,2019-05-18,Sat,Espanyol,2–0,Real Sociedad,1.4,0.4,RCDE Stadium,Santiago Jaime
38,2019-05-18,Sat,Sevilla,2–0,Athletic Club,1.5,0.7,Estadio Ramón Sánchez Pizjuán,José Sánchez
38,2019-05-18,Sat,Valladolid,0–2,Valencia,0.8,1.5,Estadio Municipal José Zorrilla,Ricardo de Burgos
38,2019-05-18,Sat,Celta Vigo,2–2,Rayo Vallecano,2.1,1.4,Estadio de Balaídos,Antonio Matéu Lahoz
38,2019-05-18,Sat,Huesca,2–1,Leganés,0.9,0.9,Estadio El Alcoraz,Hsu Jason
38,2019-05-18,Sat,Alavés,2–1,Girona,1.3,1.0,Estadio de Mendizorroza,Mario Melero
38,2019-05-19,Sun,Real Madrid,0–2,Betis,0.9,1.3,Estadio Santiago Bernabéu,Alberto Undiano
38,2019-05-19,Sun,Eibar,2–2,Barcelona,1.5,1.1,Estadio Municipal de Ipurúa,José Luis Munuera
1,2019-08-16,Fri,Athletic Club,1–0,Barcelona,0.5,0.9,San Mamés,Carlos del Cerro
1,2019-08-17,Sat,Celta Vigo,1–3,Real Madrid,1.6,2.1,Estadio de Balaídos,Daniel Ask
1,2019-08-17,Sat,Valencia,1–1,Real Sociedad,2.3,1.8,Estadio de Mestalla,Jesús Gil
1,2019-08-17,Sat,Mallorca,2–1,Eibar,1.6,0.7,Iberostar Estadi,Mario Melero
1,2019-08-17,Sat,Leganés,0–1,Osasuna,1.4,0.2,Estadio Municipal de Butarque,Hsu Jason
1,2019-08-17,Sat,Villarreal,4–4,Granada,1.9,1.9,Estadio de la Cerámica,Adrián Cordero
1,2019-08-18,Sun,Alavés,1–0,Levante,0.5,1.1,Estadio de Mendizorroza,César Soto
1,2019-08-18,Sun,Espanyol,0–2,Sevilla,0.2,1.6,RCDE Stadium,Juan Martínez
1,2019-08-18,Sun,Betis,1–2,Valladolid,1.5,0.7,Estadio Benito Villamarín,Santiago Jaime
1,2019-08-18,Sun,Atlético Madrid,1–0,Getafe,2.2,0.3,Estadio Wanda Metropolitano,Guillermo Cuadra
2,2019-08-23,Fri,Granada,0–1,Sevilla,0.5,1.1,Estadio Nuevo Los Cármenes,José Sánchez
2,2019-08-23,Fri,Levante,2–1,Villarreal,2.1,3.0,Estadio Ciudad de Valencia,José Luis Munuera
2,2019-08-24,Sat,Osasuna,0–0,Eibar,0.5,0.8,Estadio El Sadar,David Medié
2,2019-08-24,Sat,Real Madrid,1–1,Valladolid,1.7,1.2,Estadio Santiago Bernabéu,Pablo González
2,2019-08-24,Sat,Getafe,1–1,Athletic Club,0.3,0.5,Coliseum Alfonso Pérez,Antonio Matéu Lahoz
2,2019-08-24,Sat,Celta Vigo,1–0,Valencia,1.9,1.0,Estadio de Balaídos,Alejandro Hernández
2,2019-08-25,Sun,Alavés,0–0,Espanyol,0.8,0.2,Estadio de Mendizorroza,Eduardo Prieto
2,2019-08-25,Sun,Mallorca,0–1,Real Sociedad,1.0,1.6,Iberostar Estadi,Valentín Pizarro
2,2019-08-25,Sun,Leganés,0–1,Atlético Madrid,0.4,1.8,Estadio Municipal de Butarque,Ricardo de Burgos
2,2019-08-25,Sun,Barcelona,5–2,Betis,2.6,0.2,Camp Nou,José González
3,2019-08-30,Fri,Sevilla,1–1,Celta Vigo,1.5,0.4,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro
3,2019-08-30,Fri,Athletic Club,2–0,Real Sociedad,1.0,0.2,San Mamés,Daniel Ask
3,2019-08-31,Sat,Osasuna,2–2,Barcelona,1.8,0.4,Estadio El Sadar,Juan Martínez
3,2019-08-31,Sat,Levante,2–0,Valladolid,2.7,1.1,Estadio Ciudad de Valencia,Adrián Cordero
3,2019-08-31,Sat,Getafe,1–1,Alavés,1.0,1.0,Coliseum Alfonso Pérez,Mario Melero
3,2019-08-31,Sat,Betis,2–1,Leganés,2.1,1.4,Estadio Benito Villamarín,Guillermo Cuadra
3,2019-09-01,Sun,Valencia,2–0,Mallorca,2.3,1.2,Estadio de Mestalla,Hsu Jason
3,2019-09-01,Sun,Atlético Madrid,3–2,Eibar,1.5,0.9,Estadio Wanda Metropolitano,Santiago Jaime
3,2019-09-01,Sun,Espanyol,0–3,Granada,1.4,1.4,RCDE Stadium,César Soto
3,2019-09-01,Sun,Villarreal,2–2,Real Madrid,1.4,1.9,Estadio de la Cerámica,Jesús Gil
4,2019-09-13,Fri,Mallorca,0–0,Athletic Club,1.8,1.5,Iberostar Estadi,Pablo González
4,2019-09-14,Sat,Real Madrid,3–2,Levante,2.9,1.2,Estadio Santiago Bernabéu,Ricardo de Burgos
4,2019-09-14,Sat,Leganés,0–3,Villarreal,0.4,1.6,Estadio Municipal de Butarque,David Medié
4,2019-09-14,Sat,Real Sociedad,2–0,Atlético Madrid,2.1,1.2,Estadio Municipal de Anoeta,Antonio Matéu Lahoz
4,2019-09-14,Sat,Barcelona,5–2,Valencia,2.4,1.5,Camp Nou,José Sánchez
4,2019-09-15,Sun,Eibar,1–2,Espanyol,0.7,1.8,Estadio Municipal de Ipurúa,Valentín Pizarro
4,2019-09-15,Sun,Alavés,0–1,Sevilla,0.8,1.1,Estadio de Mendizorroza,Alejandro Hernández
4,2019-09-15,Sun,Celta Vigo,0–2,Granada,0.3,1.2,Estadio de Balaídos,Eduardo Prieto
4,2019-09-15,Sun,Valladolid,1–1,Osasuna,0.7,2.5,Estadio Municipal José Zorrilla,José Luis Munuera
4,2019-09-15,Sun,Betis,1–1,Getafe,1.1,1.5,Estadio Benito Villamarín,José González
5,2019-09-20,Fri,Osasuna,0–0,Betis,2.1,0.4,Estadio El Sadar,Carlos del Cerro
5,2019-09-21,Sat,Villarreal,2–0,Valladolid,2.1,0.4,Estadio de la Cerámica,César Soto
5,2019-09-21,Sat,Levante,0–0,Eibar,1.5,1.4,Estadio Ciudad de Valencia,Hsu Jason
5,2019-09-21,Sat,Atlético Madrid,0–0,Celta Vigo,1.7,0.6,Estadio Wanda Metropolitano,Mario Melero
5,2019-09-21,Sat,Granada,2–0,Barcelona,1.9,0.5,Estadio Nuevo Los Cármenes,Guillermo Cuadra
5,2019-09-22,Sun,Getafe,4–2,Mallorca,2.1,0.8,Coliseum Alfonso Pérez,Santiago Jaime
5,2019-09-22,Sun,Espanyol,1–3,Real Sociedad,0.9,1.3,RCDE Stadium,Adrián Cordero
5,2019-09-22,Sun,Valencia,1–1,Leganés,1.5,1.2,Estadio de Mestalla,Daniel Ask
5,2019-09-22,Sun,Athletic Club,2–0,Alavés,2.4,0.2,San Mamés,Jesús Gil
5,2019-09-22,Sun,Sevilla,0–1,Real Madrid,0.5,1.2,Estadio Ramón Sánchez Pizjuán,Juan Martínez
6,2019-09-24,Tue,Valladolid,1–1,Granada,1.4,0.6,Estadio Municipal José Zorrilla,Valentín Pizarro
6,2019-09-24,Tue,Betis,3–1,Levante,2.9,1.5,Estadio Benito Villamarín,Eduardo Prieto
6,2019-09-24,Tue,Barcelona,2–1,Villarreal,0.5,0.6,Camp Nou,Ricardo de Burgos
6,2019-09-25,Wed,Mallorca,0–2,Atlético Madrid,0.5,1.0,Iberostar Estadi,Alejandro Hernández
6,2019-09-25,Wed,Leganés,1–1,Athletic Club,0.5,1.2,Estadio Municipal de Butarque,José González
6,2019-09-25,Wed,Valencia,3–3,Getafe,1.2,2.0,Estadio de Mestalla,José Luis Munuera
6,2019-09-25,Wed,Real Madrid,2–0,Osasuna,1.6,0.2,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
6,2019-09-26,Thu,Eibar,3–2,Sevilla,1.5,1.4,Estadio Municipal de Ipurúa,Pablo González
6,2019-09-26,Thu,Celta Vigo,1–1,Espanyol,1.1,1.2,Estadio de Balaídos,José Sánchez
6,2019-09-26,Thu,Real Sociedad,3–0,Alavés,3.8,0.3,Estadio Municipal de Anoeta,David Medié
7,2019-09-27,Fri,Villarreal,5–1,Betis,3.2,0.7,Estadio de la Cerámica,Daniel Ask
7,2019-09-28,Sat,Athletic Club,0–1,Valencia,1.4,1.8,San Mamés,Mario Melero
7,2019-09-28,Sat,Getafe,0–2,Barcelona,1.0,1.3,Coliseum Alfonso Pérez,Jesús Gil
7,2019-09-28,Sat,Granada,1–0,Leganés,0.7,1.2,Estadio Nuevo Los Cármenes,Adrián Cordero
7,2019-09-28,Sat,Atlético Madrid,0–0,Real Madrid,0.9,0.4,Estadio Wanda Metropolitano,José González
7,2019-09-29,Sun,Espanyol,0–2,Valladolid,1.3,1.8,RCDE Stadium,Guillermo Cuadra
7,2019-09-29,Sun,Eibar,2–0,Celta Vigo,1.1,0.9,Estadio Municipal de Ipurúa,Juan Martínez
7,2019-09-29,Sun,Alavés,2–0,Mallorca,2.1,0.2,Estadio de Mendizorroza,Carlos del Cerro
7,2019-09-29,Sun,Levante,1–1,Osasuna,1.6,1.1,Estadio Ciudad de Valencia,César Soto
7,2019-09-29,Sun,Sevilla,3–2,Real Sociedad,1.7,0.8,Estadio Ramón Sánchez Pizjuán,Hsu Jason
8,2019-10-04,Fri,Betis,1–1,Eibar,1.9,1.2,Estadio Benito Villamarín,Alejandro Hernández
8,2019-10-05,Sat,Leganés,1–2,Levante,2.8,1.2,Estadio Municipal de Butarque,José Luis Munuera
8,2019-10-05,Sat,Real Madrid,4–2,Granada,2.6,1.6,Estadio Santiago Bernabéu,Santiago Jaime
8,2019-10-05,Sat,Valencia,2–1,Alavés,1.3,1.7,Estadio de Mestalla,Eduardo Prieto
8,2019-10-05,Sat,Osasuna,2–1,Villarreal,1.3,2.4,Estadio El Sadar,Valentín Pizarro
8,2019-10-06,Sun,Mallorca,2–0,Espanyol,0.8,1.2,Iberostar Estadi,Ricardo de Burgos
8,2019-10-06,Sun,Celta Vigo,1–0,Athletic Club,1.2,0.2,Estadio de Balaídos,David Medié
8,2019-10-06,Sun,Valladolid,0–0,Atlético Madrid,1.0,0.8,Estadio Municipal José Zorrilla,José Sánchez
8,2019-10-06,Sun,Real Sociedad,1–2,Getafe,0.6,0.9,Estadio Municipal de Anoeta,Pablo González
8,2019-10-06,Sun,Barcelona,4–0,Sevilla,2.1,2.5,Camp Nou,Antonio Matéu Lahoz
9,2019-10-18,Fri,Granada,1–0,Osasuna,0.6,0.6,Estadio Nuevo Los Cármenes,Daniel Ask
9,2019-10-19,Sat,Eibar,0–3,Barcelona,0.3,1.5,Estadio Municipal de Ipurúa,Mario Melero
9,2019-10-19,Sat,Atlético Madrid,1–1,Valencia,1.6,0.7,Estadio Wanda Metropolitano,Adrián Cordero
9,2019-10-19,Sat,Getafe,2–0,Leganés,1.0,0.6,Coliseum Alfonso Pérez,Juan Martínez
9,2019-10-19,Sat,Mallorca,1–0,Real Madrid,0.2,1.0,Iberostar Estadi,Hsu Jason
9,2019-10-20,Sun,Alavés,2–0,Celta Vigo,2.1,1.3,Estadio de Mendizorroza,José González
9,2019-10-20,Sun,Real Sociedad,3–1,Betis,1.4,1.0,Estadio Municipal de Anoeta,César Soto
9,2019-10-20,Sun,Espanyol,0–1,Villarreal,1.0,1.6,RCDE Stadium,Carlos del Cerro
9,2019-10-20,Sun,Athletic Club,1–1,Valladolid,1.5,0.7,San Mamés,Jesús Gil
9,2019-10-20,Sun,Sevilla,1–0,Levante,2.7,0.5,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra
10,2019-10-25,Fri,Villarreal,4–1,Alavés,2.5,0.8,Estadio de la Cerámica,David Medié
10,2019-10-26,Sat,Leganés,1–0,Mallorca,1.7,0.8,Estadio Municipal de Butarque,Eduardo Prieto
