Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee
26.0,Sun,2020-03-01,21:00,Real Madrid,1.1,2–0,1.5,Barcelona,78357.0,Estadio Santiago Bernabéu,Antonio Matéu Lahoz
27.0,Fri,2020-03-06,21:00,Alavés,1.0,1–1,0.7,Valencia,14083.0,Estadio de Mendizorroza,Jesús Gil
27.0,Sat,2020-03-07,13:00,Eibar,0.9,1–2,0.8,Mallorca,6110.0,Estadio Municipal de Ipurúa,Daniel Ask
27.0,Sat,2020-03-07,16:00,Atlético Madrid,2.0,2–2,1.7,Sevilla,60422.0,Estadio Wanda Metropolitano,Alejandro Hernández
27.0,Sat,2020-03-07,18:30,Barcelona,2.2,1–0,0.5,Real Sociedad,77035.0,Camp Nou,Juan Martínez
27.0,Sat,2020-03-07,21:00,Getafe,1.1,0–0,0.2,Celta Vigo,11286.0,Coliseum Alfonso Pérez,José Sánchez
27.0,Sun,2020-03-08,12:00,Osasuna,2.4,1–0,0.3,Espanyol,15737.0,Estadio El Sadar,Ricardo de Burgos
27.0,Sun,2020-03-08,14:00,Valladolid,2.1,1–4,1.1,Athletic Club,21632.0,Estadio Municipal José Zorrilla,José Luis Munuera
27.0,Sun,2020-03-08,16:00,Levante,0.9,1–1,1.2,Granada,16168.0,Estadio Ciudad de Valencia,Eduardo Prieto
27.0,Sun,2020-03-08,18:30,Villarreal,2.1,1–2,1.9,Leganés,16143.0,Estadio de la Cerámica,César Soto
27.0,Sun,2020-03-08,21:00,Betis,1.3,2–1,2.1,Real Madrid,51521.0,Estadio Benito Villamarín,José González
24.0,Tue,2020-03-10,20:00,Eibar,2.0,1–2,1.2,Real Sociedad,,Estadio Municipal de Ipurúa,David Medié
28.0,Thu,2020-06-11,22:00,Sevilla,1.7,2–0,0.5,Betis,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
28.0,Fri,2020-06-12,19:30,Granada,2.3,2–1,0.6,Getafe,,Estadio Nuevo Los Cármenes,David Medié
28.0,Fri,2020-06-12,22:00,Valencia,1.0,1–1,1.4,Levante,,Estadio de Mestalla,Hsu Jason
28.0,Sat,2020-06-13,14:00,Espanyol,2.5,2–0,0.1,Alavés,,RCDE Stadium,Pablo González
28.0,Sat,2020-06-13,17:00,Celta Vigo,0.2,0–1,1.7,Villarreal,,Estadio de Balaídos,Valentín Pizarro
28.0,Sat,2020-06-13,19:30,Leganés,1.4,1–2,1.0,Valladolid,,Estadio Municipal de Butarque,Mario Melero
28.0,Sat,2020-06-13,22:00,Mallorca,1.1,0–4,2.2,Barcelona,,Iberostar Estadi,Carlos del Cerro
28.0,Sun,2020-06-14,14:00,Athletic Club,0.4,1–1,1.3,Atlético Madrid,,San Mamés,José González
28.0,Sun,2020-06-14,19:30,Real Madrid,1.0,3–1,0.5,Eibar,,Estadio Alfredo Di Stéfano,Guillermo Cuadra
28.0,Sun,2020-06-14,22:00,Real Sociedad,1.0,1–1,1.1,Osasuna,,Estadio Municipal de Anoeta,Adrián Cordero
29.0,Mon,2020-06-15,19:30,Levante,0.9,1–1,0.9,Sevilla,,Estadio Ciudad de Valencia,Alejandro Hernández
29.0,Mon,2020-06-15,22:00,Betis,1.7,2–2,1.0,Granada,,Estadio Benito Villamarín,César Soto
29.0,Tue,2020-06-16,19:30,Getafe,2.1,0–0,0.3,Espanyol,,Coliseum Alfonso Pérez,José Luis Munuera
29.0,Tue,2020-06-16,19:30,Villarreal,1.5,1–0,1.6,Mallorca,,Estadio de la Cerámica,Daniel Ask
29.0,Tue,2020-06-16,22:00,Barcelona,1.6,2–0,0.8,Leganés,,Camp Nou,Juan Martínez
29.0,Wed,2020-06-17,19:30,Eibar,2.1,2–2,1.4,Athletic Club,,Estadio Municipal de Ipurúa,Eduardo Prieto
29.0,Wed,2020-06-17,19:30,Valladolid,0.4,0–0,1.1,Celta Vigo,,Estadio Municipal José Zorrilla,Jesús Gil
29.0,Wed,2020-06-17,22:00,Osasuna,1.0,0–5,1.7,Atlético Madrid,,Estadio El Sadar,Ricardo de Burgos
29.0,Thu,2020-06-18,19:30,Alavés,1.5,2–0,0.5,Real Sociedad,,Estadio de Mendizorroza,Santiago Jaime
29.0,Thu,2020-06-18,22:00,Real Madrid,1.9,3–0,0.2,Valencia,,Estadio Alfredo Di Stéfano,José Sánchez
30.0,Fri,2020-06-19,19:30,Granada,1.0,0–1,0.5,Villarreal,,Estadio Nuevo Los Cármenes,Guillermo Cuadra
30.0,Fri,2020-06-19,19:30,Mallorca,0.4,1–1,1.3,Leganés,,Iberostar Estadi,Antonio Matéu Lahoz
30.0,Fri,2020-06-19,22:00,Sevilla,0.8,0–0,0.8,Barcelona,,Estadio Ramón Sánchez Pizjuán,José González
30.0,Sat,2020-06-20,14:00,Espanyol,0.6,1–3,1.9,Levante,,RCDE Stadium,Carlos del Cerro
30.0,Sat,2020-06-20,17:00,Athletic Club,1.7,1–0,1.8,Betis,,San Mamés,Valentín Pizarro
30.0,Sat,2020-06-20,19:30,Getafe,0.8,1–1,0.6,Eibar,,Coliseum Alfonso Pérez,Hsu Jason
30.0,Sat,2020-06-20,22:00,Atlético Madrid,1.1,1–0,0.3,Valladolid,,Estadio Wanda Metropolitano,Pablo González
30.0,Sun,2020-06-21,14:00,Celta Vigo,2.9,6–0,0.2,Alavés,,Estadio de Balaídos,Adrián Cordero
30.0,Sun,2020-06-21,19:30,Valencia,1.5,2–0,1.5,Osasuna,,Estadio de Mestalla,David Medié
30.0,Sun,2020-06-21,22:00,Real Sociedad,0.4,1–2,1.3,Real Madrid,,Estadio Municipal de Anoeta,Daniel Ask
31.0,Mon,2020-06-22,19:30,Villarreal,0.9,2–2,0.9,Sevilla,,Estadio de la Cerámica,José Sánchez
31.0,Mon,2020-06-22,22:00,Leganés,1.2,0–0,0.1,Granada,,Estadio Municipal de Butarque,Ricardo de Burgos
31.0,Tue,2020-06-23,19:30,Levante,0.9,0–1,0.9,Atlético Madrid,,Estadio Ciudad de Valencia,José Luis Munuera
31.0,Tue,2020-06-23,19:30,Valladolid,1.5,1–1,0.7,Getafe,,Estadio Municipal José Zorrilla,César Soto
31.0,Tue,2020-06-23,22:00,Barcelona,1.8,1–0,0.4,Athletic Club,,Camp Nou,Jesús Gil
31.0,Wed,2020-06-24,19:30,Alavés,0.9,0–1,1.1,Osasuna,,Estadio de Mendizorroza,Alejandro Hernández
31.0,Wed,2020-06-24,19:30,Real Sociedad,0.8,0–1,0.9,Celta Vigo,,Estadio Municipal de Anoeta,Eduardo Prieto
31.0,Wed,2020-06-24,22:00,Real Madrid,1.3,2–0,0.6,Mallorca,,Estadio Alfredo Di Stéfano,Mario Melero
31.0,Thu,2020-06-25,19:30,Eibar,0.6,1–0,0.4,Valencia,,Estadio Municipal de Ipurúa,Santiago Jaime
31.0,Thu,2020-06-25,22:00,Betis,0.9,1–0,1.1,Espanyol,,Estadio Benito Villamarín,Juan Martínez
32.0,Fri,2020-06-26,22:00,Sevilla,1.7,1–1,0.6,Valladolid,,Estadio Ramón Sánchez Pizjuán,Valentín Pizarro
32.0,Sat,2020-06-27,14:00,Athletic Club,2.6,3–1,1.3,Mallorca,,San Mamés,Pablo González
32.0,Sat,2020-06-27,17:00,Celta Vigo,1.9,2–2,1.5,Barcelona,,Estadio de Balaídos,Guillermo Cuadra
32.0,Sat,2020-06-27,19:30,Osasuna,1.0,2–1,1.6,Leganés,,Estadio El Sadar,Hsu Jason
32.0,Sat,2020-06-27,22:00,Atlético Madrid,1.8,2–1,1.0,Alavés,,Estadio Wanda Metropolitano,Mario Melero
32.0,Sun,2020-06-28,14:00,Levante,1.5,4–2,2.1,Betis,,Estadio Ciudad de Valencia,Santiago Jaime
32.0,Sun,2020-06-28,17:00,Villarreal,2.1,2–0,0.2,Valencia,,Estadio de la Cerámica,José González
32.0,Sun,2020-06-28,19:30,Granada,1.5,1–2,1.7,Eibar,,Estadio Nuevo Los Cármenes,Carlos del Cerro
32.0,Sun,2020-06-28,22:00,Espanyol,0.8,0–1,2.1,Real Madrid,,RCDE Stadium,Antonio Matéu Lahoz
32.0,Mon,2020-06-29,22:00,Getafe,1.4,2–1,0.8,Real Sociedad,,Coliseum Alfonso Pérez,Adrián Cordero
33.0,Tue,2020-06-30,19:30,Mallorca,1.5,5–1,1.4,Celta Vigo,,Iberostar Estadi,Ricardo de Burgos
33.0,Tue,2020-06-30,21:00,Leganés,0.8,0–3,0.6,Sevilla,,Estadio Municipal de Butarque,César Soto
33.0,Tue,2020-06-30,22:00,Barcelona,1.9,2–2,1.9,Atlético Madrid,,Camp Nou,Alejandro Hernández
33.0,Wed,2020-07-01,19:30,Alavés,1.1,0–2,1.3,Granada,,Estadio de Mendizorroza,Eduardo Prieto
33.0,Wed,2020-07-01,19:30,Valencia,1.0,0–2,0.7,Athletic Club,,Estadio de Mestalla,Daniel Ask
33.0,Wed,2020-07-01,22:00,Valladolid,1.6,0–0,0.4,Levante,,Estadio Municipal José Zorrilla,David Medié
33.0,Wed,2020-07-01,22:00,Betis,0.5,0–2,2.4,Villarreal,,Estadio Benito Villamarín,Jesús Gil
33.0,Thu,2020-07-02,19:30,Real Sociedad,1.5,2–1,0.2,Espanyol,,Estadio Municipal de Anoeta,José Sánchez
33.0,Thu,2020-07-02,19:30,Eibar,0.9,0–2,0.9,Osasuna,,Estadio Municipal de Ipurúa,José Luis Munuera
33.0,Thu,2020-07-02,22:00,Real Madrid,1.8,1–0,0.5,Getafe,,Estadio Alfredo Di Stéfano,Juan Martínez
34.0,Fri,2020-07-03,22:00,Atlético Madrid,2.7,3–0,0.8,Mallorca,,Estadio Wanda Metropolitano,Hsu Jason
34.0,Sat,2020-07-04,17:00,Celta Vigo,0.2,1–1,0.6,Betis,,Estadio de Balaídos,Pablo González
34.0,Sat,2020-07-04,19:30,Valladolid,0.5,1–0,0.4,Alavés,,Estadio Municipal José Zorrilla,Santiago Jaime
34.0,Sat,2020-07-04,22:00,Granada,2.3,2–2,0.7,Valencia,,Estadio Nuevo Los Cármenes,Adrián Cordero
34.0,Sun,2020-07-05,14:00,Athletic Club,0.3,0–1,2.5,Real Madrid,,San Mamés,José González
34.0,Sun,2020-07-05,17:00,Espanyol,0.8,0–1,0.4,Leganés,,RCDE Stadium,Guillermo Cuadra
34.0,Sun,2020-07-05,19:30,Osasuna,0.6,0–0,0.3,Getafe,,Estadio El Sadar,Mario Melero
34.0,Sun,2020-07-05,22:00,Villarreal,0.9,1–4,2.4,Barcelona,,Estadio de la Cerámica,Carlos del Cerro
34.0,Mon,2020-07-06,19:30,Levante,1.1,1–1,0.8,Real Sociedad,,Estadio Ciudad de Valencia,Valentín Pizarro
34.0,Mon,2020-07-06,22:00,Sevilla,1.3,1–0,1.5,Eibar,,Estadio Ramón Sánchez Pizjuán,Antonio Matéu Lahoz
35.0,Tue,2020-07-07,19:30,Valencia,1.1,2–1,0.5,Valladolid,,Estadio de Mestalla,Ricardo de Burgos
35.0,Tue,2020-07-07,22:00,Celta Vigo,0.4,1–1,1.2,Atlético Madrid,,Estadio de Balaídos,José Sánchez
35.0,Wed,2020-07-08,20:30,Betis,1.8,3–0,0.4,Osasuna,,Estadio Benito Villamarín,Alejandro Hernández
35.0,Wed,2020-07-08,20:30,Getafe,0.3,1–3,2.1,Villarreal,,Coliseum Alfonso Pérez,Daniel Ask
35.0,Wed,2020-07-08,22:00,Barcelona,1.0,1–0,0.9,Espanyol,,Camp Nou,José Luis Munuera
35.0,Thu,2020-07-09,19:30,Mallorca,1.3,2–0,1.1,Levante,,Iberostar Estadi,César Soto
35.0,Thu,2020-07-09,19:30,Eibar,0.2,0–0,0.4,Leganés,,Estadio Municipal de Ipurúa,Eduardo Prieto
35.0,Thu,2020-07-09,22:00,Athletic Club,0.9,1–2,1.7,Sevilla,,San Mamés,David Medié
35.0,Fri,2020-07-10,19:30,Real Sociedad,1.5,2–3,0.6,Granada,,Estadio Municipal de Anoeta,Juan Martínez
35.0,Fri,2020-07-10,22:00,Real Madrid,2.2,2–0,1.2,Alavés,,Estadio Alfredo Di Stéfano,Jesús Gil
36.0,Sat,2020-07-11,17:00,Osasuna,1.4,2–1,0.9,Celta Vigo,,Estadio El Sadar,Valentín Pizarro
36.0,Sat,2020-07-11,19:30,Valladolid,1.2,0–1,0.9,Barcelona,,Estadio Municipal José Zorrilla,Antonio Matéu Lahoz
36.0,Sat,2020-07-11,22:00,Atlético Madrid,0.7,1–0,1.1,Betis,,Estadio Wanda Metropolitano,José González
36.0,Sun,2020-07-12,14:00,Espanyol,0.7,0–2,2.0,Eibar,,RCDE Stadium,Carlos del Cerro
36.0,Sun,2020-07-12,17:00,Levante,1.1,1–2,0.9,Athletic Club,,Estadio Ciudad de Valencia,Hsu Jason
36.0,Sun,2020-07-12,19:30,Leganés,1.2,1–0,1.5,Valencia,,Estadio Municipal de Butarque,Mario Melero
36.0,Sun,2020-07-12,22:00,Sevilla,1.7,2–0,0.4,Mallorca,,Estadio Ramón Sánchez Pizjuán,Adrián Cordero
36.0,Mon,2020-07-13,19:30,Alavés,0.2,0–0,0.7,Getafe,,Estadio de Mendizorroza,Pablo González
36.0,Mon,2020-07-13,19:30,Villarreal,0.4,1–2,1.3,Real Sociedad,,Estadio de la Cerámica,Guillermo Cuadra
36.0,Mon,2020-07-13,22:00,Granada,0.9,1–2,0.4,Real Madrid,,Estadio Nuevo Los Cármenes,Santiago Jaime
37.0,Thu,2020-07-16,18:30,Eibar,2.7,3–1,2.0,Valladolid,,Estadio Municipal de Ipurúa,César Soto
37.0,Thu,2020-07-16,21:00,Celta Vigo,1.6,2–3,1.5,Levante,,Estadio de Balaídos,José Luis Munuera
37.0,Thu,2020-07-16,21:00,Valencia,1.4,1–0,1.3,Espanyol,,Estadio de Mestalla,Eduardo Prieto
37.0,Thu,2020-07-16,21:00,Real Sociedad,0.8,0–0,0.7,Sevilla,,Estadio Municipal de Anoeta,Carlos del Cerro
37.0,Thu,2020-07-16,21:00,Mallorca,1.3,1–2,0.9,Granada,,Iberostar Estadi,Daniel Ask
37.0,Thu,2020-07-16,21:00,Getafe,1.8,0–2,1.2,Atlético Madrid,,Coliseum Alfonso Pérez,Antonio Matéu Lahoz
37.0,Thu,2020-07-16,21:00,Athletic Club,0.7,0–2,2.0,Leganés,,San Mamés,Juan Martínez
37.0,Thu,2020-07-16,21:00,Barcelona,1.1,1–2,0.8,Osasuna,,Camp Nou,José Sánchez
37.0,Thu,2020-07-16,21:00,Real Madrid,1.6,2–1,1.1,Villarreal,,Estadio Alfredo Di Stéfano,Alejandro Hernández
37.0,Thu,2020-07-16,21:00,Betis,2.1,1–2,1.8,Alavés,,Estadio Benito Villamarín,David Medié
38.0,Sun,2020-07-19,17:00,Alavés,0.3,0–5,3.3,Barcelona,,Estadio de Mendizorroza,Juan Martínez
38.0,Sun,2020-07-19,18:30,Valladolid,1.1,2–0,0.5,Betis,,Estadio Municipal José Zorrilla,Santiago Jaime
38.0,Sun,2020-07-19,18:30,Villarreal,3.2,4–0,0.5,Eibar,,Estadio de la Cerámica,Hsu Jason
38.0,Sun,2020-07-19,21:00,Sevilla,0.8,1–0,0.3,Valencia,,Estadio Ramón Sánchez Pizjuán,José González
38.0,Sun,2020-07-19,21:00,Atlético Madrid,1.6,1–1,0.4,Real Sociedad,,Estadio Wanda Metropolitano,Pablo González
38.0,Sun,2020-07-19,21:00,Levante,2.4,1–0,1.4,Getafe,,Estadio Ciudad de Valencia,Ricardo de Burgos
38.0,Sun,2020-07-19,21:00,Granada,1.6,4–0,0.7,Athletic Club,,Estadio Nuevo Los Cármenes,Carlos del Cerro
38.0,Sun,2020-07-19,21:00,Leganés,1.4,2–2,0.8,Real Madrid,,Estadio Municipal de Butarque,Guillermo Cuadra
38.0,Sun,2020-07-19,21:00,Osasuna,0.9,2–2,0.8,Mallorca,,Estadio El Sadar,Antonio Matéu Lahoz
38.0,Sun,2020-07-19,21:00,Espanyol,0.4,0–0,0.6,Celta Vigo,,RCDE Stadium,Adrián Cordero
1.0,Sat,2020-09-12,16:00,Eibar,0.4,0–0,0.6,Celta Vigo,,Estadio Municipal de Ipurúa,Valentín Pizarro
1.0,Sat,2020-09-12,18:30,Granada,0.4,2–0,0.5,Athletic Club,,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz
1.0,Sat,2020-09-12,21:00,Cádiz,0.7,0–2,0.8,Osasuna,,Estadio Ramón de Carranza,Isidro Díaz de Mera
1.0,Sun,2020-09-13,14:00,Alavés,1.2,0–1,0.4,Betis,,Estadio de Mendizorroza,Pablo González
1.0,Sun,2020-09-13,16:00,Valladolid,0.8,1–1,0.3,Real Sociedad,,Estadio Municipal José Zorrilla,Mario Melero
1.0,Sun,2020-09-13,18:30,Villarreal,2.5,1–1,0.6,Huesca,,Estadio de la Cerámica,Daniel Ask
1.0,Sun,2020-09-13,21:00,Valencia,1.9,4–2,2.0,Levante,,Estadio de Mestalla,José Sánchez
2.0,Sat,2020-09-19,16:00,Villarreal,2.7,2–1,1.5,Eibar,,Estadio de la Cerámica,Jorge Figueroa
2.0,Sat,2020-09-19,18:30,Getafe,0.6,1–0,0.5,Osasuna,,Coliseum Alfonso Pérez,Alejandro Hernández
2.0,Sat,2020-09-19,21:00,Celta Vigo,2.0,2–1,0.5,Valencia,,Estadio de Balaídos,Jesús Gil
2.0,Sun,2020-09-20,16:00,Huesca,0.3,0–2,1.2,Cádiz,,Estadio El Alcoraz,César Soto
2.0,Sun,2020-09-20,18:30,Granada,2.2,2–1,0.7,Alavés,,Estadio Nuevo Los Cármenes,Carlos del Cerro
2.0,Sun,2020-09-20,18:30,Betis,1.6,2–0,0.4,Valladolid,,Estadio Benito Villamarín,Santiago Jaime
2.0,Sun,2020-09-20,21:00,Real Sociedad,0.6,0–0,0.9,Real Madrid,,Estadio Municipal de Anoeta,Juan Martínez
3.0,Sat,2020-09-26,13:00,Alavés,1.3,0–0,1.1,Getafe,,Estadio de Mendizorroza,Hsu Jason
3.0,Sat,2020-09-26,16:00,Valencia,0.6,1–1,0.9,Huesca,,Estadio de Mestalla,José Luis Munuera
3.0,Sat,2020-09-26,18:30,Elche,1.0,0–3,3.1,Real Sociedad,,Estadio Manuel Martínez Valero,Isidro Díaz de Mera
3.0,Sat,2020-09-26,21:00,Betis,1.2,2–3,3.8,Real Madrid,,Estadio Benito Villamarín,Ricardo de Burgos
3.0,Sun,2020-09-27,12:00,Osasuna,0.7,1–3,3.1,Levante,,Estadio El Sadar,Mario Melero
3.0,Sun,2020-09-27,14:00,Eibar,0.6,1–2,0.6,Athletic Club,,Estadio Municipal de Ipurúa,Adrián Cordero
3.0,Sun,2020-09-27,16:00,Atlético Madrid,3.3,6–1,1.6,Granada,,Estadio Wanda Metropolitano,Daniel Ask
3.0,Sun,2020-09-27,18:30,Valladolid,1.5,1–1,1.3,Celta Vigo,,Estadio Municipal José Zorrilla,José Sánchez
3.0,Sun,2020-09-27,18:30,Cádiz,1.1,1–3,2.4,Sevilla,,Estadio Ramón de Carranza,David Medié
3.0,Sun,2020-09-27,21:00,Barcelona,2.6,4–0,0.2,Villarreal,,Camp Nou,Guillermo Cuadra
4.0,Tue,2020-09-29,19:00,Real Sociedad,0.5,0–1,0.9,Valencia,,Estadio Municipal de Anoeta,Jorge Figueroa
4.0,Tue,2020-09-29,21:30,Getafe,0.8,3–0,0.4,Betis,,Coliseum Alfonso Pérez,Juan Martínez
4.0,Wed,2020-09-30,19:00,Villarreal,2.3,3–1,1.1,Alavés,,Estadio de la Cerámica,David Medié
4.0,Wed,2020-09-30,19:00,Huesca,0.9,0–0,1.6,Atlético Madrid,,Estadio El Alcoraz,Adrián Cordero
4.0,Wed,2020-09-30,21:30,Eibar,1.2,0–1,0.4,Elche,,Estadio Municipal de Ipurúa,Santiago Jaime
4.0,Wed,2020-09-30,21:30,Real Madrid,2.3,1–0,0.6,Valladolid,,Estadio Alfredo Di Stéfano,César Soto
4.0,Thu,2020-10-01,19:00,Sevilla,1.1,1–0,0.2,Levante,,Estadio Ramón Sánchez Pizjuán,Daniel Ask
4.0,Thu,2020-10-01,19:00,Athletic Club,0.6,0–1,0.2,Cádiz,,San Mamés,Pablo González
4.0,Thu,2020-10-01,21:30,Celta Vigo,0.5,0–3,0.7,Barcelona,,Estadio de Balaídos,Carlos del Cerro
5.0,Sat,2020-10-03,13:00,Valladolid,1.1,1–2,1.7,Eibar,,Estadio Municipal José Zorrilla,Isidro Díaz de Mera
5.0,Sat,2020-10-03,16:00,Atlético Madrid,0.6,0–0,0.3,Villarreal,,Estadio Wanda Metropolitano,Alejandro Hernández
5.0,Sat,2020-10-03,18:30,Real Sociedad,2.2,3–0,0.3,Getafe,,Estadio Municipal de Anoeta,Antonio Matéu Lahoz
5.0,Sat,2020-10-03,18:30,Elche,0.1,0–0,1.6,Huesca,,Estadio Manuel Martínez Valero,Mario Melero
5.0,Sat,2020-10-03,21:00,Valencia,0.5,0–2,2.0,Betis,,Estadio de Mestalla,Guillermo Cuadra
5.0,Sun,2020-10-04,12:00,Osasuna,1.2,2–0,0.5,Celta Vigo,,Estadio El Sadar,Ricardo de Burgos
5.0,Sun,2020-10-04,14:00,Alavés,0.6,1–0,0.6,Athletic Club,,Estadio de Mendizorroza,José Sánchez
5.0,Sun,2020-10-04,16:00,Levante,0.5,0–2,2.2,Real Madrid,,Estadio Ciudad de Valencia,José Luis Munuera
5.0,Sun,2020-10-04,18:30,Cádiz,1.0,1–1,0.6,Granada,,Estadio Ramón de Carranza,Hsu Jason
5.0,Sun,2020-10-04,21:00,Barcelona,1.0,1–1,1.5,Sevilla,,Camp Nou,Jesús Gil
6.0,Sat,2020-10-17,13:00,Granada,1.3,1–0,0.6,Sevilla,,Estadio Nuevo Los Cármenes,Pablo González
6.0,Sat,2020-10-17,16:00,Celta Vigo,1.9,0–2,1.4,Atlético Madrid,,Estadio de Balaídos,Juan Martínez
6.0,Sat,2020-10-17,18:30,Real Madrid,1.0,0–1,1.6,Cádiz,,Estadio Alfredo Di Stéfano,Santiago Jaime
6.0,Sat,2020-10-17,21:00,Getafe,1.6,1–0,0.7,Barcelona,,Coliseum Alfonso Pérez,César Soto
6.0,Sun,2020-10-18,12:00,Eibar,0.3,0–0,1.0,Osasuna,,Estadio Municipal de Ipurúa,David Medié
6.0,Sun,2020-10-18,14:00,Athletic Club,2.3,2–0,0.3,Levante,,San Mamés,Hsu Jason
6.0,Sun,2020-10-18,16:00,Villarreal,1.5,2–1,0.6,Valencia,,Estadio de la Cerámica,Carlos del Cerro
6.0,Sun,2020-10-18,18:30,Huesca,1.1,2–2,1.0,Valladolid,,Estadio El Alcoraz,Jorge Figueroa
6.0,Sun,2020-10-18,18:30,Alavés,1.7,0–2,0.8,Elche,,Estadio de Mendizorroza,Adrián Cordero
6.0,Sun,2020-10-18,21:00,Betis,0.4,0–3,1.7,Real Sociedad,,Estadio Benito Villamarín,Daniel Ask
7.0,Fri,2020-10-23,21:00,Elche,0.1,2–1,1.6,Valencia,,Estadio Manuel Martínez Valero,César Soto
7.0,Sat,2020-10-24,16:00,Barcelona,1.8,1–3,3.0,Real Madrid,,Camp Nou,Juan Martínez
7.0,Sat,2020-10-24,18:30,Osasuna,1.2,1–0,0.7,Athletic Club,,Estadio El Sadar,Guillermo Cuadra
7.0,Sat,2020-10-24,18:30,Sevilla,1.7,0–1,0.2,Eibar,,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández
7.0,Sat,2020-10-24,21:00,Atlético Madrid,1.4,2–0,1.1,Betis,,Estadio Wanda Metropolitano,Antonio Matéu Lahoz
7.0,Sun,2020-10-25,14:00,Valladolid,0.3,0–2,2.5,Alavés,,Estadio Municipal José Zorrilla,José Luis Munuera
7.0,Sun,2020-10-25,16:00,Cádiz,0.2,0–0,0.8,Villarreal,,Estadio Ramón de Carranza,Ricardo de Burgos
7.0,Sun,2020-10-25,18:30,Getafe,0.9,0–1,1.1,Granada,,Coliseum Alfonso Pérez,Jesús Gil
7.0,Sun,2020-10-25,21:00,Real Sociedad,2.5,4–1,0.5,Huesca,,Estadio Municipal de Anoeta,Isidro Díaz de Mera
7.0,Mon,2020-10-26,21:00,Levante,1.2,1–1,0.8,Celta Vigo,,Estadio Ciudad de Valencia,Mario Melero
8.0,Fri,2020-10-30,21:00,Eibar,0.5,0–2,1.0,Cádiz,,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz
8.0,Sat,2020-10-31,14:00,Real Madrid,2.3,4–1,1.0,Huesca,,Estadio Alfredo Di Stéfano,Pablo González
8.0,Sat,2020-10-31,16:15,Athletic Club,1.2,2–1,1.1,Sevilla,,San Mamés,Carlos del Cerro
8.0,Sat,2020-10-31,18:30,Osasuna,1.1,1–3,2.8,Atlético Madrid,,Estadio El Sadar,Daniel Ask
8.0,Sat,2020-10-31,21:00,Alavés,1.2,1–1,1.9,Barcelona,,Estadio de Mendizorroza,Alejandro Hernández
8.0,Sun,2020-11-01,14:00,Betis,3.2,3–1,0.7,Elche,,Estadio Benito Villamarín,David Medié
8.0,Sun,2020-11-01,16:00,Celta Vigo,1.6,1–4,2.0,Real Sociedad,,Estadio de Balaídos,Adrián Cordero
8.0,Sun,2020-11-01,18:30,Granada,0.2,1–1,0.9,Levante,,Estadio Nuevo Los Cármenes,Santiago Jaime
8.0,Sun,2020-11-01,21:00,Valencia,1.4,2–2,2.4,Getafe,,Estadio de Mestalla,Jorge Figueroa
8.0,Mon,2020-11-02,21:00,Villarreal,1.8,2–0,0.7,Valladolid,,Estadio de la Cerámica,Hsu Jason
9.0,Fri,2020-11-06,21:00,Elche,1.5,1–1,2.1,Celta Vigo,,Estadio Manuel Martínez Valero,Ricardo de Burgos
9.0,Sat,2020-11-07,14:00,Huesca,2.2,1–1,0.9,Eibar,,Estadio El Alcoraz,Mario Melero
9.0,Sat,2020-11-07,16:15,Barcelona,3.4,5–2,1.1,Betis,,Camp Nou,Guillermo Cuadra
9.0,Sat,2020-11-07,18:30,Sevilla,1.1,1–0,0.7,Osasuna,,Estadio Ramón Sánchez Pizjuán,Juan Martínez
9.0,Sat,2020-11-07,21:00,Atlético Madrid,2.1,4–0,0.4,Cádiz,,Estadio Wanda Metropolitano,Adrián Cordero
9.0,Sun,2020-11-08,14:00,Getafe,0.7,1–3,2.3,Villarreal,,Coliseum Alfonso Pérez,José Luis Munuera
9.0,Sun,2020-11-08,16:15,Real Sociedad,3.4,2–0,0.8,Granada,,Estadio Municipal de Anoeta,Carlos del Cerro
9.0,Sun,2020-11-08,18:30,Valladolid,2.1,2–1,1.7,Athletic Club,,Estadio Municipal José Zorrilla,César Soto
9.0,Sun,2020-11-08,18:30,Levante,2.1,1–1,0.8,Alavés,,Estadio Ciudad de Valencia,Isidro Díaz de Mera
9.0,Sun,2020-11-08,21:00,Valencia,2.5,4–1,1.3,Real Madrid,,Estadio de Mestalla,Jesús Gil
10.0,Fri,2020-11-20,21:00,Osasuna,1.0,1–1,0.7,Huesca,,Estadio El Sadar,Valentín Pizarro
10.0,Sat,2020-11-21,14:00,Levante,0.7,1–1,0.6,Elche,,Estadio Ciudad de Valencia,Jorge Figueroa
10.0,Sat,2020-11-21,16:15,Villarreal,1.7,1–1,0.6,Real Madrid,,Estadio de la Cerámica,Alejandro Hernández
10.0,Sat,2020-11-21,18:30,Sevilla,2.6,4–2,2.1,Celta Vigo,,Estadio Ramón Sánchez Pizjuán,César Soto
10.0,Sat,2020-11-21,21:00,Atlético Madrid,0.5,1–0,0.9,Barcelona,,Estadio Wanda Metropolitano,José Luis Munuera
10.0,Sun,2020-11-22,14:00,Eibar,1.3,0–0,0.4,Getafe,,Estadio Municipal de Ipurúa,Pablo González
